point_id,dim,K,brazo,seed,frame_burgers,long_media,L3,L4,L5,L6,L8
358,d4,4,nulo,8,1.14781,6.52,,0.9832,,1.15876,1.1932
359,d4,4,nulo,9,1.15626,6.5,,1.05858,,1.13607,1.22408
363,curv,3,marco,3,0.94398,4.31,0.79483,1.18826,1.05017,1.02607,0.96219
364,curv,3,marco,4,0.95827,4.31,0.81876,1.03982,1.07597,1.38052,1.14076
365,curv,3,marco,5,0.91509,4.31,0.73625,0.97671,1.14067,1.08334,1.14797
366,curv,3,marco,6,0.89226,4.31,0.7486,0.93175,1.01759,0.97464,1.234
367,curv,3,marco,7,0.94926,4.31,0.86704,1.0324,1.08857,1.01431,0.99764
368,curv,3,marco,8,0.86347,4.31,0.71903,0.86656,1.00914,1.05344,0.9366
369,curv,3,marco,9,0.94371,4.31,0.80254,0.97669,1.18496,1.12649,0.89216
370,curv,3,electron,0,0.1528,4.31,0.04204,0.14764,0.18075,0.36705,0.46794
371,curv,3,electron,1,0.12682,4.31,0.03933,0.11068,0.14951,0.29393,0.43978
372,curv,3,electron,2,0.20631,4.31,0.05901,0.17341,0.20941,0.445,0.9094
375,curv,3,electron,5,0.07895,4.31,0.02328,0.07037,0.08915,0.15737,0.2892
373,curv,3,electron,3,0.09698,4.31,0.0247,0.0795,0.09808,0.24166,0.4329
376,curv,3,electron,6,0.10406,4.31,0.02832,0.09683,0.1287,0.2271,0.27623
374,curv,3,electron,4,0.11074,4.31,0.03419,0.10202,0.12804,0.25896,0.33727
377,curv,3,electron,7,0.08481,4.31,0.02583,0.07757,0.09329,0.2266,0.21731
378,curv,3,electron,8,0.12439,4.31,0.02971,0.10763,0.12571,0.2694,0.55841
379,curv,3,electron,9,0.13498,4.31,0.03066,0.11372,0.1206,0.3006,0.65785
380,curv,3,muon,0,0.92585,4.31,0.78808,0.96762,1.13931,1.34517,0.58396
381,curv,3,muon,1,0.92487,4.31,0.80507,0.94401,0.98155,1.01619,1.29204
382,curv,3,muon,2,0.94463,4.31,0.80134,1.01849,0.99978,1.15722,1.04435
383,curv,3,muon,3,0.86893,4.31,0.753,0.85819,0.92561,1.024,0.80458
385,curv,3,muon,5,0.91397,4.31,0.76319,0.99292,1.02424,1.04907,0.79709
384,curv,3,muon,4,0.87933,4.31,0.79062,0.81637,0.96963,1.03725,1.44595
386,curv,3,muon,6,0.88405,4.31,0.78444,0.84904,0.99247,1.09552,1.12623
387,curv,3,muon,7,0.88376,4.31,0.7838,0.94874,0.93045,0.9494,0.94844
389,curv,3,muon,9,0.92581,4.31,0.76764,0.9695,1.12875,1.06433,1.19332
388,curv,3,muon,8,1.01659,4.31,0.83734,1.10491,1.2816,1.17542,1.1201
390,curv,3,tauon,0,0.93493,4.31,0.84433,0.92016,1.13969,0.88694,1.11265
391,curv,3,tauon,1,0.96513,4.31,0.78115,1.03242,1.18185,1.37342,0.75467
392,curv,3,tauon,2,1.00389,4.31,0.88052,1.1665,1.10655,1.08446,1.55829
393,curv,3,tauon,3,0.95855,4.31,0.91188,0.96579,0.9564,1.00995,1.06814
394,curv,3,tauon,4,0.97439,4.31,0.87544,1.05167,1.04914,1.0861,1.12995
395,curv,3,tauon,5,0.938,4.31,0.75634,0.98774,1.20143,1.18965,0.76639
396,curv,3,tauon,6,0.96537,4.31,0.8552,0.98996,1.02798,1.06096,1.18636
397,curv,3,tauon,7,1.001,4.31,0.82556,1.09136,1.12268,1.19628,1.32135
410,curv,3,nulo,0,0.92001,4.31,0.78213,0.95188,0.99962,1.10458,1.46848
400,curv,3,alineado,0,0.14756,4.31,0.04002,0.1404,0.16889,0.35479,0.48468
411,curv,3,nulo,1,0.88324,4.31,0.80067,0.88787,0.99301,0.9797,1.0596
398,curv,3,tauon,8,0.99945,4.31,0.79839,1.10843,1.1401,1.2523,1.45688
401,curv,3,alineado,1,0.11194,4.31,0.03083,0.09641,0.13129,0.25712,0.42115
399,curv,3,tauon,9,0.93025,4.31,0.79541,0.94274,1.08045,1.12907,0.98986
402,curv,3,alineado,2,0.18312,4.31,0.05203,0.15495,0.18763,0.38119,0.79212
403,curv,3,alineado,3,0.0933,4.31,0.02265,0.07462,0.09027,0.23889,0.42979
404,curv,3,alineado,4,0.10882,4.31,0.0345,0.09981,0.12509,0.25711,0.3186
405,curv,3,alineado,5,0.07046,4.31,0.01897,0.0607,0.07647,0.14064,0.2556
406,curv,3,alineado,6,0.09456,4.31,0.0248,0.08587,0.1147,0.21615,0.25253
407,curv,3,alineado,7,0.06838,4.31,0.01802,0.06251,0.07454,0.1718,0.20513
408,curv,3,alineado,8,0.12555,4.31,0.02803,0.09974,0.11817,0.26569,0.63157
412,curv,3,nulo,2,1.00518,4.31,0.92472,1.15524,1.02256,1.2067,0.95818
409,curv,3,alineado,9,0.12801,4.31,0.02651,0.11042,0.11437,0.2922,0.63664
413,curv,3,nulo,3,0.96475,4.31,0.8246,1.01182,1.10521,0.99718,1.04853
414,curv,3,nulo,4,0.95467,4.31,0.83402,1.0263,0.97891,0.96759,1.25279
417,curv,3,nulo,7,0.97589,4.31,0.81077,0.99928,1.13754,1.03392,1.30698
415,curv,3,nulo,5,0.86779,4.31,0.76924,0.83675,1.01064,0.95585,1.11223
418,curv,3,nulo,8,0.9318,4.31,0.84367,0.95876,1.00736,1.09602,1.009
416,curv,3,nulo,6,0.97867,4.31,0.79152,1.10376,1.14438,1.27245,0.83723
420,curv,4,marco,0,1.01004,4.31,0.8324,1.09391,1.11819,1.17507,1.36139
419,curv,3,nulo,9,0.87742,4.31,0.77801,0.89419,0.98535,1.11047,1.11829
421,curv,4,marco,1,0.97617,4.31,0.8259,1.05047,1.07928,1.20671,1.20136
422,curv,4,marco,2,0.90902,4.31,0.77219,0.85291,1.03705,1.19362,1.20935
423,curv,4,marco,3,0.9599,4.31,0.80788,0.89102,1.12275,1.17196,1.46388
424,curv,4,marco,4,0.93443,4.31,0.80274,0.99058,1.0432,1.15491,1.018
425,curv,4,marco,5,0.94011,4.31,0.82141,0.97764,1.086,0.99559,1.03981
426,curv,4,marco,6,0.96538,4.31,0.77831,1.04752,1.08866,1.12742,1.27344
427,curv,4,marco,7,0.94261,4.31,0.78397,0.95622,1.105,1.02979,1.35968
428,curv,4,marco,8,1.00156,4.31,0.86546,1.05293,1.09246,1.11142,1.18164
429,curv,4,marco,9,0.97608,4.31,0.885,0.8461,1.07831,1.13921,1.49915
431,curv,4,electron,1,0.11532,4.31,0.03426,0.12248,0.13938,0.26874,0.32608
432,curv,4,electron,2,0.12508,4.31,0.03728,0.1083,0.14256,0.29678,0.32626
430,curv,4,electron,0,0.10445,4.31,0.03044,0.09173,0.12101,0.20514,0.36806
433,curv,4,electron,3,0.08719,4.31,0.02308,0.08214,0.10025,0.20342,0.29155
434,curv,4,electron,4,0.16043,4.31,0.04345,0.17103,0.21079,0.33359,0.49108
435,curv,4,electron,5,0.1207,4.31,0.03071,0.10599,0.13984,0.28584,0.45637
436,curv,4,electron,6,0.07768,4.31,0.02376,0.08728,0.10469,0.18367,0.14101
438,curv,4,electron,8,0.06322,4.31,0.02035,0.06648,0.07894,0.14226,0.17124
439,curv,4,electron,9,0.07813,4.31,0.02259,0.07673,0.09888,0.17148,0.2321
437,curv,4,electron,7,0.10412,4.31,0.02754,0.10127,0.12687,0.2224,0.34995
440,curv,4,muon,0,0.93534,4.31,0.83076,0.95085,0.93567,1.24965,1.07912
441,curv,4,muon,1,0.94251,4.31,0.81141,0.98302,1.07214,1.06464,1.33429
442,curv,4,muon,2,0.96629,4.31,0.85701,0.97385,1.05455,1.09842,1.14058
443,curv,4,muon,3,0.94428,4.31,0.77047,0.96506,0.98153,1.09375,1.47442
445,curv,4,muon,5,0.98244,4.31,0.82897,0.96917,1.17881,1.14509,0.99092
444,curv,4,muon,4,0.94346,4.31,0.77374,1.02094,1.01109,1.18686,1.29354
446,curv,4,muon,6,0.99515,4.31,0.83778,1.04544,1.16223,1.24961,0.85594
447,curv,4,muon,7,0.97201,4.31,0.80847,0.9213,1.09711,1.24021,1.43815
448,curv,4,muon,8,0.96104,4.31,0.72721,1.11279,1.09811,1.26309,1.32676
449,curv,4,muon,9,0.96907,4.31,0.79833,1.10982,1.10014,1.19636,1.06921
450,curv,4,tauon,0,1.01838,4.31,0.88228,1.08078,1.0706,1.18667,1.471
451,curv,4,tauon,1,1.04268,4.31,0.85254,1.11585,1.16891,1.15722,1.43656
452,curv,4,tauon,2,1.02116,4.31,0.87221,1.10156,1.10732,1.33434,1.03718
453,curv,4,tauon,3,1.01152,4.31,0.85138,1.10529,1.06974,1.17155,1.3182
454,curv,4,tauon,4,0.99406,4.31,0.86318,1.0437,1.13883,1.22612,1.21155
455,curv,4,tauon,5,0.91867,4.31,0.76514,0.9671,1.02997,1.1192,1.39132
457,curv,4,tauon,7,1.03899,4.31,0.88344,1.11282,1.16384,1.16281,1.21862
456,curv,4,tauon,6,0.94598,4.31,0.78781,0.93852,1.05234,1.11169,1.2232
460,curv,4,alineado,0,0.09186,4.31,0.0243,0.08095,0.10692,0.18544,0.33372
461,curv,4,alineado,1,0.10751,4.31,0.03079,0.11148,0.12758,0.25347,0.31597
470,curv,4,nulo,0,0.98644,4.31,0.87176,0.98628,1.12528,1.00261,1.15368
471,curv,4,nulo,1,0.97305,4.31,0.83491,0.9908,1.11551,1.18182,0.96758
458,curv,4,tauon,8,0.91236,4.31,0.77171,0.93777,1.01666,1.10788,1.29972
463,curv,4,alineado,3,0.07879,4.31,0.02111,0.07505,0.09086,0.1838,0.25461
459,curv,4,tauon,9,1.00697,4.31,0.8997,0.95488,1.2428,1.17969,1.1272
462,curv,4,alineado,2,0.11908,4.31,0.03187,0.09648,0.12747,0.29301,0.35748
464,curv,4,alineado,4,0.14224,4.31,0.0395,0.13778,0.17612,0.30067,0.49756
465,curv,4,alineado,5,0.11348,4.31,0.02845,0.09882,0.12945,0.26807,0.43945
466,curv,4,alineado,6,0.07262,4.31,0.02205,0.08127,0.0968,0.17578,0.13595
467,curv,4,alineado,7,0.09787,4.31,0.02485,0.09323,0.11746,0.21486,0.33761
472,curv,4,nulo,2,0.96023,4.31,0.77961,1.04387,1.14161,1.18478,1.23341
468,curv,4,alineado,8,0.06048,4.31,0.01863,0.06191,0.07382,0.13824,0.16501
473,curv,4,nulo,3,0.98139,4.31,0.82142,1.08216,1.08331,1.16393,1.07252
469,curv,4,alineado,9,0.07476,4.31,0.0208,0.07142,0.09246,0.16857,0.23548
474,curv,4,nulo,4,0.99069,4.31,0.90256,0.97259,1.05293,1.16272,1.02708
475,curv,4,nulo,5,0.95871,4.31,0.82859,0.97539,1.09429,1.05878,0.97538
477,curv,4,nulo,7,0.95804,4.31,0.85695,0.87571,1.03091,1.31094,1.17648
478,curv,4,nulo,8,0.95235,4.31,0.82341,1.04127,1.0983,1.1648,1.11576
479,curv,4,nulo,9,1.00498,4.31,0.8182,1.05415,1.26369,1.3084,0.83148
476,curv,4,nulo,6,0.98413,4.31,0.90472,1.05487,1.04091,1.16474,1.2602
