rule_id,seed,kcap,K,J,noise,meandeg,M,grado_medio,t_s
A2-B0-C2-f701-r628,70761917,4,8,0.531,0.16,5.63,2466,2.466,1.22
A2-B0-C2-f701-r629,70762014,7,7,0.78,0.141,5.21,4479,4.479,1.46
A2-B0-C2-f701-r630,70762111,4,8,0.708,0.192,7.85,2144,2.144,1.27
A2-B0-C2-f701-r631,70762208,7,7,0.753,0.218,7.66,4956,4.956,1.5
A2-B0-C2-f701-r632,70762305,7,4,0.304,0.149,5.26,4485,4.485,1.33
A2-B0-C2-f701-r633,70762402,7,7,0.681,0.127,7.82,4967,4.967,1.44
A2-B0-C2-f701-r634,70762499,4,6,0.545,0.319,5.13,2530,2.53,1.34
A2-B0-C2-f701-r635,70762596,5,5,0.686,0.233,5.91,3365,3.365,1.39
A2-B0-C2-f701-r636,70762693,4,7,0.416,0.223,4.91,2584,2.584,1.26
A2-B0-C2-f701-r637,70762790,5,5,0.383,0.122,5.55,3356,3.356,1.33
A2-B0-C2-f701-r638,70762887,6,4,0.599,0.121,6.19,4184,4.184,1.54
A2-B0-C2-f701-r639,70762984,6,5,0.765,0.166,6.43,4221,4.221,1.56
A2-B0-C2-f701-r640,70763081,6,5,0.64,0.262,6.04,4138,4.138,1.46
A2-B0-C2-f701-r641,70763178,5,7,0.343,0.112,6.86,3172,3.172,1.46
A2-B0-C2-f701-r642,70763275,5,4,0.714,0.216,6.91,3267,3.267,1.2
A2-B0-C2-f701-r643,70763372,5,7,0.302,0.275,4.56,3185,3.185,1.29
A2-B0-C2-f701-r644,70763469,5,7,0.751,0.286,4.8,3312,3.312,1.36
A2-B0-C2-f701-r645,70763566,6,4,0.498,0.25,5.47,4109,4.109,1.35
A2-B0-C2-f701-r646,70763663,4,7,0.659,0.143,5.23,2543,2.543,1.22
A2-B0-C2-f701-r647,70763760,6,6,0.532,0.327,5.09,3927,3.927,1.54
A2-B0-C2-f701-r648,70763857,5,6,0.62,0.149,6.85,3282,3.282,1.43
A2-B0-C2-f701-r649,70763954,6,5,0.636,0.277,7.22,4082,4.082,1.48
A2-B0-C2-f701-r650,70764051,5,6,0.499,0.155,5.72,3365,3.365,1.27
A2-B0-C2-f701-r651,70764148,4,6,0.554,0.254,5.71,2464,2.464,1.25
A2-B0-C2-f701-r652,70764245,5,6,0.49,0.161,5.14,3368,3.368,1.37
A2-B0-C2-f701-r653,70764342,6,5,0.392,0.217,6.67,4133,4.133,1.43
A2-B0-C2-f701-r654,70764439,5,7,0.305,0.344,6.92,3066,3.066,1.46
A2-B0-C2-f701-r655,70764536,4,8,0.616,0.307,6.55,2311,2.311,1.33
A2-B0-C2-f701-r656,70764633,5,5,0.424,0.166,6.4,3293,3.293,1.41
A2-B0-C2-f701-r657,70764730,5,7,0.354,0.285,5.49,3230,3.23,1.38
A2-B0-C2-f701-r658,70764827,5,7,0.546,0.275,4.72,3290,3.29,1.23
A2-B0-C2-f701-r659,70764924,5,6,0.374,0.249,4.51,3213,3.213,1.29
A2-B0-C2-f701-r660,70765021,6,7,0.648,0.246,6.29,4112,4.112,1.41
A2-B0-C2-f701-r661,70765118,5,4,0.715,0.255,4.35,3251,3.251,1.3
A2-B0-C2-f701-r662,70765215,5,8,0.368,0.111,5.35,3256,3.256,1.43
A2-B0-C2-f701-r663,70765312,5,6,0.619,0.276,5.84,3289,3.289,1.44
A2-B0-C2-f701-r664,70765409,6,7,0.329,0.152,7.11,3977,3.977,1.54
A2-B0-C2-f701-r665,70765506,5,8,0.395,0.235,7.28,3114,3.114,1.23
A2-B0-C2-f701-r666,70765603,7,6,0.57,0.175,5.52,4545,4.545,1.39
A2-B0-C2-f701-r667,70765700,6,5,0.3,0.128,7.56,3956,3.956,1.48
A2-B0-C2-f701-r668,70765797,4,5,0.45,0.272,6.87,2289,2.289,1.23
A2-B0-C2-f701-r669,70765894,7,8,0.46,0.217,7.26,4845,4.845,1.48
A2-B0-C2-f701-r670,70765991,6,6,0.719,0.2,4.07,3570,3.57,1.46
A2-B0-C2-f701-r671,70766088,5,4,0.605,0.235,6.63,3290,3.29,1.76
A2-B0-C2-f701-r672,70766185,7,4,0.482,0.236,5.19,4536,4.536,1.46
A2-B0-C2-f701-r673,70766282,6,8,0.558,0.135,6.36,4176,4.176,1.28
A2-B0-C2-f701-r674,70766379,5,6,0.624,0.327,6.45,3247,3.247,1.32
A2-B0-C2-f701-r675,70766476,4,7,0.394,0.284,6.78,2259,2.259,1.27
A2-B0-C2-f701-r676,70766573,7,7,0.619,0.276,5.07,4421,4.421,1.34
A2-B0-C2-f701-r677,70766670,6,4,0.7,0.335,5.01,4019,4.019,1.34
A2-B0-C2-f701-r678,70766767,5,6,0.496,0.202,6.72,3222,3.222,1.55
A2-B0-C2-f701-r679,70766864,4,8,0.758,0.347,6.45,2378,2.378,1.39
A2-B0-C2-f701-r680,70766961,5,6,0.739,0.227,5.04,3377,3.377,1.43
A2-B0-C2-f701-r681,70767058,5,5,0.592,0.328,4.6,3298,3.298,1.19
A2-B0-C2-f701-r682,70767155,5,5,0.399,0.294,6.63,3195,3.195,1.3
A2-B0-C2-f701-r683,70767252,6,6,0.392,0.128,5.17,3932,3.932,1.38
A2-B0-C2-f701-r684,70767349,5,4,0.45,0.2,4.62,3341,3.341,1.28
A2-B0-C2-f701-r685,70767446,6,5,0.691,0.334,7.62,4064,4.064,1.5
A2-B0-C2-f701-r686,70767543,7,7,0.761,0.129,7.49,5016,5.016,1.68
A2-B0-C2-f701-r687,70767640,4,6,0.756,0.35,6.42,2351,2.351,1.67
A2-B0-C2-f701-r688,70767737,4,7,0.398,0.112,4.31,2545,2.545,1.32
A2-B0-C2-f701-r689,70767834,5,8,0.779,0.269,6.84,3221,3.221,1.31
A2-B0-C2-f701-r690,70767931,4,6,0.303,0.179,6.36,2315,2.315,1.25
A2-B0-C2-f701-r691,70768028,5,5,0.486,0.221,4.68,3348,3.348,1.36
A2-B0-C2-f701-r692,70768125,5,7,0.682,0.25,7.29,3142,3.142,1.33
A2-B0-C2-f701-r693,70768222,5,4,0.342,0.106,4.78,3378,3.378,1.32
A2-B0-C2-f701-r694,70768319,7,5,0.481,0.228,5.02,4400,4.4,1.6
A2-B0-C2-f701-r695,70768416,5,4,0.418,0.297,5.38,3360,3.36,1.78
A2-B0-C2-f701-r696,70768513,7,4,0.687,0.155,6.56,4928,4.928,1.31
A2-B0-C2-f701-r697,70768610,6,7,0.581,0.248,6.36,4126,4.126,1.41
A2-B0-C2-f701-r698,70768707,4,6,0.42,0.312,7.07,2222,2.222,1.24
A2-B0-C2-f701-r699,70768804,5,5,0.6,0.161,4.25,3288,3.288,1.31
A2-B0-C2-f701-r700,70768901,4,6,0.427,0.295,4.76,2518,2.518,1.27
A2-B0-C2-f701-r701,70768998,5,6,0.722,0.296,5.84,3373,3.373,1.49
A2-B0-C2-f701-r702,70769095,4,4,0.501,0.337,7.58,2154,2.154,1.39
A2-B0-C2-f701-r703,70769192,4,5,0.794,0.333,7.59,2203,2.203,1.63
A2-B0-C2-f701-r704,70769289,6,7,0.445,0.122,6.46,4072,4.072,1.55
A2-B0-C2-f701-r705,70769386,5,6,0.617,0.271,4.5,3268,3.268,1.65
A2-B0-C2-f701-r706,70769483,4,4,0.588,0.22,5.99,2415,2.415,1.24
A2-B0-C2-f701-r707,70769580,6,6,0.622,0.338,7.53,3980,3.98,1.5
A2-B0-C2-f701-r708,70769677,7,7,0.658,0.334,6.17,4804,4.804,1.54
A2-B0-C2-f701-r709,70769774,4,5,0.46,0.101,7.41,2176,2.176,1.38
A2-B0-C2-f701-r710,70769871,5,5,0.78,0.177,6.12,3362,3.362,1.32
A2-B0-C2-f701-r711,70769968,7,6,0.487,0.171,6.29,4733,4.733,1.43
A2-B0-C2-f701-r712,70770065,5,6,0.478,0.299,5.43,3324,3.324,1.79
A2-B0-C2-f701-r713,70770162,6,7,0.487,0.279,5.9,4023,4.023,1.45
A2-B0-C2-f701-r714,70770259,6,5,0.441,0.216,5.09,3918,3.918,1.43
A2-B0-C2-f701-r715,70770356,6,8,0.536,0.214,5.87,4042,4.042,1.42
A2-B0-C2-f701-r716,70770453,5,6,0.793,0.264,6.03,3324,3.324,1.46
A2-B0-C2-f701-r717,70770550,6,6,0.668,0.223,7.31,4077,4.077,1.47
A2-B0-C2-f701-r718,70770647,6,6,0.448,0.112,6.71,4093,4.093,1.39
A2-B0-C2-f701-r719,70770744,6,6,0.712,0.216,4.82,3909,3.909,1.42
A2-B0-C2-f701-r720,70770841,7,6,0.645,0.315,7.84,4803,4.803,1.92
A2-B0-C2-f701-r721,70770938,5,4,0.305,0.174,4.77,3305,3.305,1.38
A2-B0-C2-f701-r722,70771035,4,7,0.651,0.105,7.58,2215,2.215,1.27
A2-B0-C2-f701-r723,70771132,7,7,0.701,0.208,7.75,4972,4.972,1.49
A2-B0-C2-f701-r724,70771229,6,5,0.383,0.31,4.78,3768,3.768,1.49
A2-B0-C2-f701-r725,70771326,6,4,0.468,0.106,4.6,3895,3.895,1.38
A2-B0-C2-f701-r726,70771423,5,5,0.511,0.223,7.37,3111,3.111,1.41
A2-B0-C2-f701-r727,70771520,6,7,0.715,0.107,6.16,4108,4.108,1.46
A2-B0-C2-f701-r728,70771617,5,6,0.65,0.107,4.68,3365,3.365,1.68
A2-B0-C2-f701-r729,70771714,6,7,0.436,0.132,7.37,4010,4.01,1.42
A2-B0-C2-f701-r730,70771811,5,4,0.525,0.108,4.45,3346,3.346,1.34
A2-B0-C2-f701-r731,70771908,7,7,0.388,0.258,7.57,4728,4.728,1.56
A2-B0-C2-f701-r732,70772005,6,5,0.352,0.31,6.01,3997,3.997,1.51
A2-B0-C2-f701-r733,70772102,6,8,0.384,0.167,5.5,3984,3.984,1.39
A2-B0-C2-f701-r734,70772199,7,7,0.786,0.297,4.85,4370,4.37,1.43
A2-B0-C2-f701-r735,70772296,5,8,0.361,0.227,7.96,2913,2.913,1.4
A2-B0-C2-f701-r736,70772393,4,7,0.548,0.307,5.58,2514,2.514,1.44
A2-B0-C2-f701-r737,70772490,5,7,0.447,0.131,5.43,3305,3.305,1.37
A2-B0-C2-f701-r738,70772587,6,7,0.482,0.24,7.99,3919,3.919,1.51
A2-B0-C2-f701-r739,70772684,6,4,0.35,0.31,4.84,3874,3.874,1.42
A2-B0-C2-f701-r740,70772781,6,7,0.654,0.101,6.58,4214,4.214,1.51
A2-B0-C2-f701-r741,70772878,5,8,0.753,0.217,6.31,3342,3.342,1.35
A2-B0-C2-f701-r742,70772975,6,7,0.532,0.241,7.84,4009,4.009,1.53
A2-B0-C2-f701-r743,70773072,4,7,0.513,0.294,7.2,2223,2.223,1.25
A2-B0-C2-f701-r744,70773169,6,6,0.325,0.181,7.23,4017,4.017,1.53
A2-B0-C2-f701-r745,70773266,6,5,0.494,0.257,5.2,3956,3.956,1.45
A2-B0-C2-f701-r746,70773363,7,8,0.405,0.263,7.09,4786,4.786,1.53
A2-B0-C2-f701-r747,70773460,5,6,0.686,0.263,5.16,3430,3.43,1.47
A2-B0-C2-f701-r748,70773557,5,4,0.681,0.181,6.4,3305,3.305,1.4
A2-B0-C2-f701-r749,70773654,4,5,0.423,0.328,5.27,2499,2.499,1.26
A2-B0-C2-f701-r750,70773751,6,8,0.409,0.193,4.11,3520,3.52,1.32
A2-B0-C2-f701-r751,70773848,7,4,0.707,0.157,4.8,4325,4.325,1.37
A2-B0-C2-f701-r752,70773945,5,6,0.727,0.105,4.35,3285,3.285,1.36
A2-B0-C2-f701-r753,70774042,6,5,0.456,0.158,7.68,4008,4.008,1.51
A2-B0-C2-f701-r754,70774139,5,4,0.481,0.337,5.75,3316,3.316,1.35
A2-B0-C2-f701-r755,70774236,5,8,0.48,0.242,5.97,3239,3.239,1.47
A2-B0-C2-f701-r756,70774333,5,8,0.645,0.33,7.87,2932,2.932,1.45
A2-B0-C2-f701-r757,70774430,6,7,0.428,0.349,7.99,3888,3.888,1.45
A2-B0-C2-f701-r758,70774527,6,6,0.364,0.151,5.31,3945,3.945,1.48
A2-B0-C2-f701-r759,70774624,5,6,0.76,0.193,4.12,3225,3.225,1.34
A2-B0-C2-f701-r760,70774721,5,7,0.396,0.133,7.23,3167,3.167,1.39
A2-B0-C2-f701-r761,70774818,5,7,0.308,0.146,4.43,3166,3.166,1.39
A2-B0-C2-f701-r762,70774915,5,7,0.608,0.277,5.41,3348,3.348,1.34
A2-B0-C2-f701-r763,70775012,6,6,0.318,0.277,5.02,3883,3.883,1.64
A2-B0-C2-f701-r764,70775109,6,7,0.595,0.295,5.5,4050,4.05,1.43
A2-B0-C2-f701-r765,70775206,7,7,0.582,0.138,5.5,4636,4.636,1.44
A2-B0-C2-f701-r766,70775303,4,5,0.417,0.169,7.21,2183,2.183,1.31
A2-B0-C2-f701-r767,70775400,6,6,0.708,0.101,7.75,4009,4.009,1.52
A2-B0-C2-f701-r768,70775497,5,5,0.534,0.271,4.19,3211,3.211,1.43
A2-B0-C2-f701-r769,70775594,6,5,0.309,0.178,6.86,4021,4.021,1.52
A2-B0-C2-f701-r770,70775691,6,5,0.516,0.109,5.74,4162,4.162,1.36
A2-B0-C2-f701-r771,70775788,7,7,0.713,0.349,6.78,4918,4.918,1.46
A2-B0-C2-f701-r772,70775885,4,8,0.499,0.257,5.1,2469,2.469,1.23
A2-B0-C2-f701-r773,70775982,6,7,0.335,0.219,5.54,3975,3.975,1.39
A2-B0-C2-f701-r774,70776079,4,4,0.636,0.234,5.33,2568,2.568,1.06
A2-B0-C2-f701-r775,70776176,5,6,0.796,0.222,6.82,3270,3.27,1.41
A2-B0-C2-f701-r776,70776273,6,6,0.779,0.271,7.7,4028,4.028,1.54
A2-B0-C2-f701-r777,70776370,5,7,0.397,0.223,7.42,3090,3.09,1.42
A2-B0-C2-f701-r778,70776467,7,6,0.495,0.233,7.84,4846,4.846,1.42
A2-B0-C2-f701-r779,70776564,5,5,0.546,0.31,6.33,3295,3.295,1.39
A2-B0-C2-f701-r780,70776661,4,8,0.562,0.328,7.61,2120,2.12,1.29
A2-B0-C2-f701-r781,70776758,7,4,0.49,0.142,5.25,4566,4.566,1.24
A2-B0-C2-f701-r782,70776855,5,7,0.699,0.319,7.63,3102,3.102,1.24
A2-B0-C2-f701-r783,70776952,6,6,0.417,0.123,7.56,3954,3.954,1.51
A2-B0-C2-f701-r784,70777049,4,4,0.38,0.122,6.9,2292,2.292,1.37
A2-B0-C2-f701-r785,70777146,6,5,0.66,0.202,4.79,3924,3.924,1.45
A2-B0-C2-f701-r786,70777243,5,5,0.707,0.18,4.02,3153,3.153,1.17
A2-B0-C2-f701-r787,70777340,5,4,0.615,0.173,6.92,3235,3.235,1.38
A2-B0-C2-f701-r788,70777437,5,7,0.7,0.279,5.33,3399,3.399,1.39
A2-B0-C2-f701-r789,70777534,7,8,0.51,0.103,7.0,4889,4.889,1.32
A2-B0-C2-f701-r790,70777631,5,8,0.508,0.135,7.9,3004,3.004,1.21
A2-B0-C2-f701-r791,70777728,4,7,0.367,0.319,4.92,2574,2.574,1.37
A2-B0-C2-f701-r792,70777825,5,6,0.302,0.116,6.07,3255,3.255,1.49
A2-B0-C2-f701-r793,70777922,7,4,0.68,0.105,7.19,5082,5.082,1.46
A2-B0-C2-f701-r794,70778019,6,5,0.417,0.112,6.74,4092,4.092,1.41
A2-B0-C2-f701-r795,70778116,7,5,0.374,0.132,5.29,4454,4.454,1.49
A2-B0-C2-f701-r796,70778213,4,5,0.605,0.281,6.88,2302,2.302,1.14
A2-B0-C2-f701-r797,70778310,4,6,0.702,0.246,5.54,2511,2.511,1.07
A2-B0-C2-f701-r798,70778407,5,7,0.553,0.194,5.92,3364,3.364,1.4
A2-B0-C2-f701-r799,70778504,6,6,0.504,0.272,7.34,4048,4.048,1.99
A2-B0-C2-f701-r800,70778601,6,5,0.569,0.161,5.93,4121,4.121,1.53
A2-B0-C2-f701-r801,70778698,5,5,0.328,0.187,6.37,3242,3.242,1.27
A2-B0-C2-f701-r802,70778795,4,5,0.713,0.252,4.88,2637,2.637,1.29
A2-B0-C2-f701-r803,70778892,7,6,0.751,0.207,6.69,4842,4.842,1.53
A2-B0-C2-f701-r804,70778989,5,7,0.507,0.315,7.65,3033,3.033,1.23
A2-B0-C2-f701-r805,70779086,5,7,0.549,0.298,4.07,3146,3.146,1.09
A2-B0-C2-f701-r806,70779183,5,7,0.739,0.33,7.62,3112,3.112,1.37
A2-B0-C2-f701-r807,70779280,4,6,0.535,0.29,7.61,2144,2.144,1.45
A2-B0-C2-f701-r808,70779377,5,7,0.76,0.175,5.12,3411,3.411,1.49
A2-B0-C2-f701-r809,70779474,4,7,0.678,0.298,6.24,2403,2.403,1.19
A2-B0-C2-f701-r810,70779571,6,7,0.503,0.135,5.64,4132,4.132,1.42
A2-B0-C2-f701-r811,70779668,5,5,0.709,0.29,5.28,3411,3.411,1.39
A2-B0-C2-f701-r812,70779765,5,6,0.475,0.315,6.22,3280,3.28,1.28
A2-B0-C2-f701-r813,70779862,6,5,0.348,0.279,7.58,3932,3.932,1.24
A2-B0-C2-f701-r814,70779959,4,5,0.738,0.117,5.26,2590,2.59,1.28
A2-B0-C2-f701-r815,70780056,5,5,0.676,0.296,7.11,3278,3.278,1.89
A2-B0-C2-f701-r816,70780153,7,8,0.641,0.264,5.89,4695,4.695,1.54
A2-B0-C2-f701-r817,70780250,4,7,0.536,0.289,5.06,2568,2.568,1.19
A2-B0-C2-f701-r818,70780347,5,7,0.733,0.302,4.33,3236,3.236,1.32
A2-B0-C2-f701-r819,70780444,5,5,0.789,0.133,5.49,3392,3.392,1.44
A2-B0-C2-f701-r820,70780541,4,5,0.497,0.228,6.37,2354,2.354,1.13
A2-B0-C2-f701-r821,70780638,7,6,0.444,0.285,7.37,4857,4.857,1.33
A2-B0-C2-f701-r822,70780735,6,5,0.767,0.23,6.59,4203,4.203,1.53
A2-B0-C2-f701-r823,70780832,5,6,0.679,0.324,6.42,3306,3.306,1.97
A2-B0-C2-f701-r824,70780929,5,7,0.381,0.163,4.93,3304,3.304,1.35
A2-B0-C2-f701-r825,70781026,4,7,0.692,0.237,7.79,2149,2.149,1.21
A2-B0-C2-f701-r826,70781123,7,8,0.613,0.221,6.37,4849,4.849,1.48
A2-B0-C2-f701-r827,70781220,4,5,0.656,0.341,4.62,2619,2.619,1.29
A2-B0-C2-f701-r828,70781317,5,6,0.485,0.24,7.14,3137,3.137,1.2
A2-B0-C2-f701-r829,70781414,5,6,0.744,0.329,7.58,3077,3.077,1.2
A2-B0-C2-f701-r830,70781511,6,6,0.716,0.217,7.48,4024,4.024,1.53
A2-B0-C2-f701-r831,70781608,7,5,0.755,0.192,7.62,4982,4.982,2.08
A2-B0-C2-f701-r832,70781705,5,5,0.623,0.212,4.7,3355,3.355,1.71
A2-B0-C2-f701-r833,70781802,6,7,0.529,0.125,7.16,4035,4.035,1.6
A2-B0-C2-f701-r834,70781899,5,7,0.462,0.343,6.72,3122,3.122,1.24
A2-B0-C2-f701-r835,70781996,5,5,0.622,0.161,5.55,3335,3.335,1.56
A2-B0-C2-f701-r836,70782093,5,7,0.318,0.347,6.69,3168,3.168,1.61
A2-B0-C2-f701-r837,70782190,6,5,0.694,0.121,4.04,3605,3.605,1.75
A2-B0-C2-f701-r838,70782287,4,6,0.632,0.109,7.88,2131,2.131,1.62
A2-B0-C2-f701-r839,70782384,5,7,0.324,0.285,5.6,3238,3.238,1.7
A2-B0-C2-f701-r840,70782481,6,5,0.427,0.218,4.95,3917,3.917,1.96
A2-B0-C2-f701-r841,70782578,6,7,0.384,0.114,4.26,3616,3.616,1.17
A2-B0-C2-f701-r842,70782675,6,6,0.704,0.225,4.67,3933,3.933,1.3
A2-B0-C2-f701-r843,70782772,6,4,0.446,0.335,5.7,4120,4.12,1.67
A2-B0-C2-f701-r844,70782869,5,6,0.503,0.227,7.03,3186,3.186,1.6
A2-B0-C2-f701-r845,70782966,7,8,0.582,0.192,7.23,4900,4.9,1.89
A2-B0-C2-f701-r846,70783063,5,8,0.615,0.287,6.67,3203,3.203,1.75
A2-B0-C2-f701-r847,70783160,6,4,0.753,0.224,6.02,4235,4.235,1.71
A2-B0-C2-f701-r848,70783257,6,6,0.562,0.191,6.94,4070,4.07,2.03
A2-B0-C2-f701-r849,70783354,5,4,0.366,0.268,7.0,3214,3.214,1.2
A2-B0-C2-f701-r850,70783451,4,7,0.434,0.121,6.44,2313,2.313,1.37
A2-B0-C2-f701-r851,70783548,5,7,0.391,0.227,4.61,3241,3.241,1.62
A2-B0-C2-f701-r852,70783645,5,7,0.312,0.179,5.93,3239,3.239,1.66
A2-B0-C2-f701-r853,70783742,5,7,0.658,0.257,5.07,3381,3.381,1.73
A2-B0-C2-f701-r854,70783839,6,5,0.446,0.163,7.7,3990,3.99,1.86
A2-B0-C2-f701-r855,70783936,5,6,0.389,0.121,7.0,3148,3.148,1.76
A2-B0-C2-f701-r856,70784033,7,6,0.351,0.198,4.11,3737,3.737,1.58
A2-B0-C2-f701-r857,70784130,7,6,0.502,0.128,5.38,4556,4.556,1.27
A2-B0-C2-f701-r858,70784227,6,6,0.473,0.181,7.95,3881,3.881,1.68
A2-B0-C2-f701-r859,70784324,6,6,0.647,0.337,4.51,3776,3.776,1.5
A2-B0-C2-f701-r860,70784421,5,6,0.411,0.128,5.3,3297,3.297,1.83
A2-B0-C2-f701-r861,70784518,7,4,0.75,0.264,7.71,5093,5.093,1.9
A2-B0-C2-f701-r862,70784615,5,6,0.799,0.147,7.02,3207,3.207,1.69
A2-B0-C2-f701-r863,70784712,5,7,0.372,0.233,7.0,3086,3.086,1.68
A2-B0-C2-f701-r864,70784809,7,7,0.461,0.132,5.75,4655,4.655,1.41
A2-B0-C2-f701-r865,70784906,7,5,0.719,0.153,4.1,3863,3.863,1.21
A2-B0-C2-f701-r866,70785003,4,5,0.602,0.23,6.56,2315,2.315,1.45
A2-B0-C2-f701-r867,70785100,5,7,0.453,0.106,5.06,3272,3.272,1.58
A2-B0-C2-f701-r868,70785197,7,6,0.515,0.346,5.89,4710,4.71,1.99
A2-B0-C2-f701-r869,70785294,6,8,0.451,0.315,5.84,4085,4.085,1.82
A2-B0-C2-f701-r870,70785391,6,7,0.569,0.339,5.19,3904,3.904,1.66
A2-B0-C2-f701-r871,70785488,6,6,0.459,0.174,5.46,4045,4.045,1.75
A2-B0-C2-f701-r872,70785585,7,6,0.305,0.297,4.81,4145,4.145,1.31
A2-B0-C2-f701-r873,70785682,4,8,0.568,0.326,7.66,2136,2.136,1.13
A2-B0-C2-f701-r874,70785779,6,6,0.731,0.276,5.38,4066,4.066,1.6
A2-B0-C2-f701-r875,70785876,7,8,0.712,0.254,4.36,4027,4.027,1.57
A2-B0-C2-f701-r876,70785973,5,6,0.616,0.297,6.11,3305,3.305,1.88
A2-B0-C2-f701-r877,70786070,6,7,0.713,0.311,7.26,4049,4.049,1.85
A2-B0-C2-f701-r878,70786167,6,6,0.648,0.196,5.12,4004,4.004,1.65
A2-B0-C2-f701-r879,70786264,6,6,0.493,0.227,5.59,4014,4.014,1.76
A2-B0-C2-f701-r880,70786361,6,4,0.563,0.238,7.69,4073,4.073,1.29
A2-B0-C2-f701-r881,70786458,6,6,0.452,0.156,7.92,3950,3.95,1.54
A2-B0-C2-f701-r882,70786555,6,4,0.371,0.243,5.08,3968,3.968,1.65
A2-B0-C2-f701-r883,70786652,7,6,0.556,0.198,6.25,4748,4.748,1.69
A2-B0-C2-f701-r884,70786749,6,5,0.744,0.131,6.97,4151,4.151,1.84
A2-B0-C2-f701-r885,70786846,4,8,0.496,0.131,6.57,2335,2.335,1.58
A2-B0-C2-f701-r886,70786943,5,5,0.477,0.209,5.91,3320,3.32,1.77
A2-B0-C2-f701-r887,70787040,5,5,0.403,0.306,6.09,3331,3.331,1.59
A2-B0-C2-f701-r888,70787137,6,7,0.581,0.142,6.37,4157,4.157,1.26
A2-B0-C2-f701-r889,70787234,7,5,0.464,0.24,5.23,4450,4.45,1.5
A2-B0-C2-f701-r890,70787331,4,4,0.446,0.121,6.08,2400,2.4,1.52
A2-B0-C2-f701-r891,70787428,4,6,0.518,0.141,5.53,2498,2.498,1.58
A2-B0-C2-f701-r892,70787525,7,5,0.541,0.224,6.51,4951,4.951,1.9
A2-B0-C2-f701-r893,70787622,5,4,0.307,0.125,7.66,3092,3.092,1.8
A2-B0-C2-f701-r894,70787719,7,5,0.555,0.242,4.71,4232,4.232,1.81
A2-B0-C2-f701-r895,70787816,5,7,0.521,0.349,6.59,3236,3.236,1.52
A2-B0-C2-f701-r896,70787913,6,5,0.534,0.124,5.12,3997,3.997,1.69
A2-B0-C2-f701-r897,70788010,6,6,0.399,0.12,7.72,3918,3.918,1.62
A2-B0-C2-f701-r898,70788107,4,5,0.361,0.104,7.06,2252,2.252,1.47
A2-B0-C2-f701-r899,70788204,7,5,0.42,0.276,7.42,4916,4.916,1.8
A2-B0-C2-f701-r900,70788301,5,7,0.669,0.207,5.38,3340,3.34,1.49
A2-B0-C2-f701-r901,70788398,7,5,0.46,0.204,7.56,4924,4.924,1.55
A2-B0-C2-f701-r902,70788495,6,8,0.713,0.186,6.95,4111,4.111,1.56
A2-B0-C2-f701-r903,70788592,6,7,0.781,0.113,6.05,4143,4.143,1.63
A2-B0-C2-f701-r904,70788689,6,5,0.333,0.337,4.38,3645,3.645,1.59
A2-B0-C2-f701-r905,70788786,7,6,0.696,0.309,5.55,4620,4.62,1.68
A2-B0-C2-f701-r906,70788883,6,5,0.446,0.227,5.92,4058,4.058,1.69
A2-B0-C2-f701-r907,70788980,6,5,0.66,0.115,4.74,3868,3.868,1.57
A2-B0-C2-f701-r908,70789077,5,7,0.616,0.135,5.32,3406,3.406,1.36
A2-B0-C2-f701-r909,70789174,5,6,0.365,0.257,4.51,3269,3.269,1.4
A2-B0-C2-f701-r910,70789271,5,6,0.303,0.313,6.03,3226,3.226,1.53
A2-B0-C2-f701-r911,70789368,6,5,0.524,0.155,5.35,4110,4.11,1.73
A2-B0-C2-f701-r912,70789465,4,8,0.724,0.128,4.12,2599,2.599,1.41
A2-B0-C2-f701-r913,70789562,6,4,0.597,0.343,7.7,4017,4.017,1.69
A2-B0-C2-f701-r914,70789659,6,8,0.721,0.32,7.17,4162,4.162,1.73
A2-B0-C2-f701-r915,70789756,6,4,0.317,0.249,6.86,4121,4.121,1.67
A2-B0-C2-f701-r916,70789853,7,5,0.491,0.211,7.52,4950,4.95,1.5
A2-B0-C2-f701-r917,70789950,5,4,0.45,0.328,5.97,3314,3.314,1.47
A2-B0-C2-f701-r918,70790047,4,6,0.56,0.193,7.35,2194,2.194,1.36
A2-B0-C2-f701-r919,70790144,5,4,0.609,0.34,6.75,3217,3.217,1.68
A2-B0-C2-f701-r920,70790241,5,7,0.469,0.269,7.58,3064,3.064,1.59
A2-B0-C2-f701-r921,70790338,5,4,0.732,0.348,4.7,3300,3.3,1.48
A2-B0-C2-f701-r922,70790435,5,6,0.365,0.127,6.77,3195,3.195,1.68
A2-B0-C2-f701-r923,70790532,5,7,0.54,0.274,7.45,3112,3.112,1.49
A2-B0-C2-f701-r924,70790629,7,4,0.414,0.139,4.42,4076,4.076,1.35
A2-B0-C2-f701-r925,70790726,6,8,0.524,0.161,4.42,3682,3.682,1.47
A2-B0-C2-f701-r926,70790823,7,8,0.778,0.211,6.05,4834,4.834,1.66
A2-B0-C2-f701-r927,70790920,5,8,0.624,0.146,7.27,3136,3.136,1.68
A2-B0-C2-f701-r928,70791017,7,6,0.394,0.122,7.61,4808,4.808,1.8
A2-B0-C2-f701-r929,70791114,5,5,0.451,0.127,4.39,3255,3.255,1.54
A2-B0-C2-f701-r930,70791211,4,6,0.498,0.312,7.49,2136,2.136,1.45
