patch,seed,N,arm,lam,frac_ferm,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,diam_fin,pasos
56,115651,3500,excl_barajada,0.709,0.869,5.483,0.044,1,2.022,1,0.832,0.9,4,17
56,115651,3500,excl_bosones,0.709,0.869,5.616,0.041,1,6.113,1,0.943,0.91,4,17
56,115651,3500,marco_congelado,0.709,0.869,5.864,0.046,0,7.986,0,1.091,0.91,4,17
55,113586,3500,excl,0.634,0.916,5.46,0.042,1,1.346,1,0.802,0.912,4,17
55,113586,3500,sin_excl,0.634,0.916,5.702,0.042,1,5.826,1,0.925,0.909,3,17
55,113586,3500,excl_barajada,0.634,0.916,5.807,0.037,1,1.579,1,0.846,0.917,4,17
55,113586,3500,excl_bosones,0.634,0.916,5.588,0.046,2,5.076,1,0.943,0.907,4,17
55,113586,3500,marco_congelado,0.634,0.916,5.878,0.042,0,7.987,0,0.924,0.905,4,17
57,117716,3500,excl,0.984,0.579,5.556,0.044,1,1.453,1,0.822,0.911,4,17
57,117716,3500,sin_excl,0.984,0.579,5.619,0.043,2,5.238,1,0.896,0.903,4,17
57,117716,3500,excl_barajada,0.984,0.579,5.598,0.042,1,2.12,1,0.623,0.903,4,17
57,117716,3500,excl_bosones,0.984,0.579,5.661,0.045,1,5.134,1,0.958,0.906,4,17
57,117716,3500,marco_congelado,0.984,0.579,5.959,0.039,0,7.985,0,1.011,0.907,4,17
58,119781,3500,excl,0.614,0.758,5.694,0.04,1,2.091,1,0.854,0.905,4,17
58,119781,3500,sin_excl,0.614,0.758,5.489,0.045,1,4.511,1,0.935,0.914,4,17
58,119781,3500,excl_barajada,0.614,0.758,5.749,0.041,1,2.717,1,0.893,0.907,4,17
58,119781,3500,excl_bosones,0.614,0.758,5.597,0.042,1,6.025,1,0.904,0.908,3,17
58,119781,3500,marco_congelado,0.614,0.758,5.533,0.041,0,7.991,0,1.011,0.903,4,17
59,121846,3500,excl,1.085,0.851,5.56,0.043,1,1.729,1,0.536,0.915,4,17
59,121846,3500,sin_excl,1.085,0.851,5.649,0.041,1,4.715,1,0.771,0.912,4,17
59,121846,3500,excl_barajada,1.085,0.851,5.707,0.047,1,2.236,1,0.671,0.905,4,17
59,121846,3500,excl_bosones,1.085,0.851,5.544,0.043,1,5.112,1,0.922,0.907,3,17
59,121846,3500,marco_congelado,1.085,0.851,5.796,0.042,0,7.989,0,0.911,0.912,4,17
