point_id,dim,K,brazo,seed,frame_burgers,m_media,m_max,espectro_razon,frac_sin_masa,L3,L4,L5,L6,L8
257,curv,3,3punto,7,0.27926,0.8275,2.1372,2.408,0.003,0.12534,0.33991,0.39123,0.47774,0.49524
259,curv,3,3punto,9,0.22793,0.8173,2.7833,2.205,0.028,0.07636,0.22576,0.29409,0.47208,0.55816
258,curv,3,3punto,8,0.24472,0.7116,1.8598,2.584,0.025,0.09276,0.25388,0.297,0.44677,0.73835
262,curv,3,null_campo,2,0.29342,0.7968,2.0213,2.108,0.008,0.12447,0.35144,0.40542,0.5114,0.61043
263,curv,3,null_campo,3,0.17943,0.7889,2.1829,2.396,0.033,0.07113,0.18034,0.23458,0.3315,0.52116
260,curv,3,null_campo,0,0.26524,0.7947,2.4795,2.301,0.025,0.11304,0.27111,0.319,0.53054,0.5902
261,curv,3,null_campo,1,0.23302,0.8095,1.9714,2.113,0.011,0.10338,0.26236,0.35066,0.42261,0.4781
264,curv,3,null_campo,4,0.22941,0.791,2.5589,2.365,0.033,0.08734,0.25905,0.30022,0.42511,0.54753
265,curv,3,null_campo,5,0.19769,0.7526,2.0785,2.387,0.017,0.08108,0.22082,0.30661,0.29202,0.40364
266,curv,3,null_campo,6,0.21688,0.8041,1.9175,2.308,0.014,0.09352,0.27131,0.32442,0.3687,0.32327
267,curv,3,null_campo,7,0.22928,0.8343,2.1372,2.37,0.006,0.08869,0.25342,0.30022,0.43954,0.53754
268,curv,3,null_campo,8,0.21424,0.71,1.8598,2.496,0.028,0.0712,0.21725,0.25124,0.43293,0.60454
269,curv,3,null_campo,9,0.2304,0.804,2.7833,2.317,0.03,0.08082,0.20247,0.31727,0.47188,0.63098
280,curv,4,2punto,0,1.01004,0.863,2.1065,2.088,0.003,0.8324,1.09391,1.11819,1.17507,1.36139
271,curv,3,null_vertice,1,0.21033,0.8088,1.9616,2.298,0.025,0.08231,0.23046,0.31645,0.44162,0.35029
281,curv,4,2punto,1,0.97617,0.8128,2.1077,2.103,0.0,0.8259,1.05047,1.07928,1.20671,1.20136
272,curv,3,null_vertice,2,0.29489,0.8405,2.0374,2.391,0.006,0.12729,0.3493,0.38473,0.42492,0.82121
282,curv,4,2punto,2,0.90902,0.8371,1.9368,2.15,0.003,0.77219,0.85291,1.03705,1.19362,1.20935
273,curv,3,null_vertice,3,0.19815,0.8314,1.8945,2.013,0.008,0.06664,0.18253,0.21828,0.47365,0.57361
283,curv,4,2punto,3,0.9599,0.827,2.0121,2.156,0.0,0.80788,0.89102,1.12275,1.17196,1.46388
270,curv,3,null_vertice,0,0.25319,0.7677,1.9367,2.495,0.014,0.10748,0.25734,0.32202,0.49907,0.62672
275,curv,3,null_vertice,5,0.18764,0.7656,2.4224,2.278,0.019,0.07959,0.1897,0.25939,0.29521,0.48233
274,curv,3,null_vertice,4,0.19461,0.8126,2.1786,2.217,0.017,0.07352,0.19717,0.25046,0.37931,0.54021
276,curv,3,null_vertice,6,0.21284,0.8158,2.1401,2.415,0.019,0.08831,0.25233,0.32749,0.36205,0.34408
277,curv,3,null_vertice,7,0.28289,0.7657,1.8824,2.119,0.017,0.11143,0.31817,0.39721,0.55016,0.54707
278,curv,3,null_vertice,8,0.21679,0.7946,1.9796,2.423,0.003,0.08043,0.2355,0.28402,0.39118,0.58386
279,curv,3,null_vertice,9,0.2333,0.7274,2.1055,2.489,0.014,0.07793,0.21254,0.29388,0.4752,0.62279
284,curv,4,2punto,4,0.93443,0.813,2.2508,2.257,0.003,0.80274,0.99058,1.0432,1.15491,1.018
285,curv,4,2punto,5,0.94011,0.8117,1.9582,2.16,0.006,0.82141,0.97764,1.086,0.99559,1.03981
287,curv,4,2punto,7,0.94261,0.8182,2.5213,2.377,0.006,0.78397,0.95622,1.105,1.02979,1.35968
286,curv,4,2punto,6,0.96538,0.7937,2.2435,2.46,0.006,0.77831,1.04752,1.08866,1.12742,1.27344
288,curv,4,2punto,8,1.00156,0.8104,1.901,2.023,0.0,0.86546,1.05293,1.09246,1.11142,1.18164
289,curv,4,2punto,9,0.97608,0.8097,1.9417,1.977,0.0,0.885,0.8461,1.07831,1.13921,1.49915
290,curv,4,3punto,0,0.27009,0.8702,2.1065,2.055,0.003,0.09962,0.30781,0.39836,0.4613,0.55742
291,curv,4,3punto,1,0.2356,0.8272,2.1077,2.13,0.0,0.09975,0.26693,0.31163,0.40293,0.63087
292,curv,4,3punto,2,0.24755,0.8361,1.9368,2.172,0.003,0.09705,0.27762,0.3769,0.49705,0.31972
295,curv,4,3punto,5,0.25551,0.8071,1.9582,2.137,0.006,0.09392,0.24738,0.33193,0.50599,0.76704
293,curv,4,3punto,3,0.23145,0.8224,2.0121,2.122,0.0,0.08807,0.22623,0.2911,0.45272,0.65633
294,curv,4,3punto,4,0.29138,0.8057,2.2508,2.26,0.003,0.10919,0.28127,0.34738,0.5425,0.94534
296,curv,4,3punto,6,0.19399,0.7936,2.2435,2.386,0.006,0.08793,0.21399,0.26458,0.33567,0.33681
297,curv,4,3punto,7,0.21789,0.8104,2.5213,2.383,0.006,0.0935,0.22952,0.30696,0.38991,0.45993
298,curv,4,3punto,8,0.23726,0.7956,1.901,2.05,0.0,0.08617,0.23849,0.31004,0.44614,0.68895
299,curv,4,3punto,9,0.20961,0.8163,1.9417,1.956,0.0,0.0851,0.22443,0.2901,0.35824,0.42248
300,curv,4,null_campo,0,0.26183,0.8612,2.1065,2.075,0.003,0.09684,0.28868,0.36566,0.42802,0.61853
301,curv,4,null_campo,1,0.20863,0.8203,2.1077,2.139,0.0,0.08508,0.24116,0.26951,0.39526,0.53246
302,curv,4,null_campo,2,0.23376,0.8389,1.9368,2.333,0.003,0.09084,0.26514,0.35988,0.46446,0.25063
303,curv,4,null_campo,3,0.22308,0.8299,2.0121,2.1,0.0,0.07853,0.20241,0.26011,0.47404,0.7215
304,curv,4,null_campo,4,0.26554,0.8093,2.2508,2.204,0.003,0.09523,0.25574,0.32322,0.49103,0.86777
305,curv,4,null_campo,5,0.24511,0.8075,1.9582,2.158,0.006,0.09193,0.242,0.33881,0.4895,0.60764
307,curv,4,null_campo,7,0.18869,0.8251,2.5213,2.357,0.006,0.08731,0.19996,0.27158,0.33801,0.37341
308,curv,4,null_campo,8,0.22966,0.8146,1.901,2.101,0.0,0.08193,0.21879,0.2952,0.46139,0.6466
309,curv,4,null_campo,9,0.20173,0.815,1.9417,1.939,0.0,0.07855,0.21117,0.26939,0.3616,0.464
306,curv,4,null_campo,6,0.18647,0.7991,2.2435,2.416,0.006,0.07866,0.21058,0.25369,0.33997,0.37874
310,curv,4,null_vertice,0,0.25524,0.8406,1.9307,2.071,0.0,0.09417,0.28725,0.34989,0.47703,0.51597
311,curv,4,null_vertice,1,0.19838,0.7988,1.7783,2.147,0.0,0.08091,0.23551,0.27219,0.36592,0.42042
313,curv,4,null_vertice,3,0.23738,0.8139,1.893,2.057,0.0,0.08176,0.20758,0.27421,0.4937,0.8159
312,curv,4,null_vertice,2,0.24631,0.8191,1.8882,2.079,0.0,0.09079,0.27445,0.37404,0.52893,0.26614
314,curv,4,null_vertice,4,0.28912,0.8185,2.2786,2.18,0.003,0.10116,0.28459,0.34308,0.55368,0.94369
315,curv,4,null_vertice,5,0.24903,0.8244,1.9141,2.059,0.006,0.0827,0.2414,0.33264,0.49169,0.76757
316,curv,4,null_vertice,6,0.17137,0.7995,2.0619,2.292,0.0,0.07131,0.19538,0.24893,0.29082,0.27977
317,curv,4,null_vertice,7,0.2098,0.8662,1.825,1.992,0.003,0.08274,0.24278,0.3158,0.37937,0.33385
318,curv,4,null_vertice,8,0.21634,0.865,1.9213,2.152,0.0,0.08125,0.22452,0.28988,0.40689,0.60607
319,curv,4,null_vertice,9,0.19079,0.7861,1.9251,1.989,0.0,0.07771,0.20512,0.2612,0.35005,0.36294
