patch,seed,N,arm,D_max,frac_ferm,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,diam_fin,pasos
57,20821,1500,marco_congelado,8,0.501,4.868,0.057,0,7.973,0,1.009,0.893,3,17
55,20815,1500,excl_orto,8,0.88,5.05,0.045,1,6.469,1,0.898,0.916,4,17
55,20815,1500,sin_excl,8,0.88,4.603,0.053,1,4.212,1,1.006,0.915,3,17
55,20815,1500,excl_orto_barajada,8,0.88,5.129,0.05,2,6.221,1,0.971,0.921,4,17
55,20815,1500,excl_orto_bosones,8,0.88,4.826,0.052,1,4.998,1,0.883,0.922,4,17
55,20815,1500,marco_congelado,8,0.88,4.989,0.046,0,7.958,0,1.118,0.911,3,17
56,20818,1500,excl_orto,8,0.893,nan,0.055,1,6.529,1,0.856,0.907,3,17
56,20818,1500,sin_excl,8,0.893,4.853,0.051,2,4.335,1,0.847,0.909,3,17
56,20818,1500,excl_orto_barajada,8,0.893,nan,0.045,3,6.942,1,0.929,0.899,3,17
56,20818,1500,excl_orto_bosones,8,0.893,nan,0.044,1,4.795,1,0.779,0.909,4,17
56,20818,1500,marco_congelado,8,0.893,4.894,0.049,0,7.964,0,0.93,0.905,3,17
58,20824,1500,excl_orto,8,0.569,5.04,0.046,1,5.023,1,0.854,0.917,3,17
58,20824,1500,sin_excl,8,0.569,5.132,0.046,1,3.219,1,0.848,0.903,3,17
58,20824,1500,excl_orto_barajada,8,0.569,4.968,0.051,1,6.098,1,0.908,0.9,4,17
58,20824,1500,excl_orto_bosones,8,0.569,4.786,0.054,1,3.976,1,0.944,0.889,4,17
58,20824,1500,marco_congelado,8,0.569,4.76,0.053,0,7.948,0,1.096,0.909,4,17
59,20827,1500,excl_orto,8,0.642,4.973,0.044,1,6.061,1,0.954,0.909,3,17
59,20827,1500,sin_excl,8,0.642,5.07,0.043,1,2.952,1,0.785,0.907,3,17
59,20827,1500,excl_orto_barajada,8,0.642,5.016,0.053,1,5.769,1,1.011,0.915,4,17
59,20827,1500,excl_orto_bosones,8,0.642,nan,0.056,2,4.827,1,0.756,0.899,3,17
59,20827,1500,marco_congelado,8,0.642,4.717,0.053,0,7.968,0,0.955,0.907,3,17
60,20830,1500,excl_orto,8,0.645,4.919,0.05,2,5.75,1,0.945,0.914,4,17
60,20830,1500,sin_excl,8,0.645,4.637,0.055,1,4.006,1,0.88,0.904,4,17
60,20830,1500,excl_orto_barajada,8,0.645,4.93,0.054,3,6.176,1,0.914,0.9,3,17
60,20830,1500,excl_orto_bosones,8,0.645,3.877,0.052,3,5.334,1,0.933,0.909,3,17
60,20830,1500,marco_congelado,8,0.645,5.012,0.049,0,7.971,0,0.963,0.914,4,17
62,20836,1500,excl_orto,8,0.51,4.863,0.05,1,5.398,1,0.942,0.887,3,17
62,20836,1500,sin_excl,8,0.51,5.16,0.049,1,2.904,1,0.827,0.905,3,17
62,20836,1500,excl_orto_barajada,8,0.51,5.056,0.052,2,5.801,1,0.837,0.899,3,17
62,20836,1500,excl_orto_bosones,8,0.51,4.691,0.053,1,5.172,1,0.958,0.898,4,17
62,20836,1500,marco_congelado,8,0.51,5.014,0.051,0,7.967,0,1.079,0.897,3,17
61,20833,1500,excl_orto,8,0.566,4.875,0.054,1,5.955,1,1.058,0.907,3,17
61,20833,1500,sin_excl,8,0.566,5.092,0.05,1,4.917,1,0.971,0.904,3,17
61,20833,1500,excl_orto_barajada,8,0.566,nan,0.044,1,5.443,1,0.851,0.908,3,17
61,20833,1500,excl_orto_bosones,8,0.566,5.201,0.046,1,5.062,1,0.753,0.907,4,17
61,20833,1500,marco_congelado,8,0.566,5.074,0.047,0,7.956,0,0.941,0.905,3,17
63,20839,1500,excl_orto,8,0.746,4.754,0.059,1,6.668,1,0.975,0.909,1,17
63,20839,1500,sin_excl,8,0.746,5.03,0.052,1,4.266,1,0.987,0.909,3,17
63,20839,1500,excl_orto_barajada,8,0.746,4.957,0.053,1,5.606,1,0.945,0.916,3,17
63,20839,1500,excl_orto_bosones,8,0.746,4.926,0.046,1,5.76,1,0.74,0.911,3,17
63,20839,1500,marco_congelado,8,0.746,4.826,0.044,0,7.958,0,0.955,0.915,3,17
64,20842,1500,excl_orto,8,0.555,4.629,0.056,1,5.291,1,0.888,0.897,3,17
64,20842,1500,sin_excl,8,0.555,4.788,0.052,1,3.432,1,0.825,0.905,3,17
64,20842,1500,excl_orto_barajada,8,0.555,4.938,0.055,3,5.899,1,0.97,0.913,5,17
64,20842,1500,excl_orto_bosones,8,0.555,nan,0.048,1,4.822,1,0.934,0.9,3,17
64,20842,1500,marco_congelado,8,0.555,nan,0.048,0,7.966,0,0.88,0.906,3,17
65,20845,1500,excl_orto,8,0.817,4.88,0.054,2,6.52,1,0.895,0.909,3,17
65,20845,1500,sin_excl,8,0.817,4.987,0.052,1,3.772,1,0.755,0.917,3,17
65,20845,1500,excl_orto_barajada,8,0.817,5.043,0.046,2,6.392,1,0.886,0.91,4,17
65,20845,1500,excl_orto_bosones,8,0.817,4.737,0.052,1,3.408,1,0.892,0.909,4,17
65,20845,1500,marco_congelado,8,0.817,4.829,0.05,0,7.965,0,0.969,0.913,3,17
67,20851,1500,excl_orto,8,0.525,4.983,0.053,1,5.244,1,0.896,0.897,4,17
67,20851,1500,sin_excl,8,0.525,4.908,0.049,1,4.206,1,0.745,0.906,3,17
67,20851,1500,excl_orto_barajada,8,0.525,4.798,0.052,1,5.072,1,0.862,0.89,4,17
67,20851,1500,excl_orto_bosones,8,0.525,4.781,0.053,1,4.559,1,1.036,0.893,4,17
67,20851,1500,marco_congelado,8,0.525,4.891,0.052,0,7.963,0,0.927,0.901,3,17
66,20848,1500,excl_orto,8,0.553,4.903,0.05,2,5.845,1,0.941,0.911,3,17
66,20848,1500,sin_excl,8,0.553,nan,0.047,1,3.387,1,0.904,0.899,2,17
66,20848,1500,excl_orto_barajada,8,0.553,5.036,0.053,1,5.474,1,0.903,0.909,3,17
66,20848,1500,excl_orto_bosones,8,0.553,5.217,0.05,1,4.987,1,0.851,0.914,3,17
66,20848,1500,marco_congelado,8,0.553,nan,0.047,0,7.963,0,0.906,0.921,3,17
68,20854,1500,excl_orto,8,0.695,nan,0.048,1,5.64,1,0.939,0.91,3,17
68,20854,1500,sin_excl,8,0.695,4.749,0.053,1,4.456,1,0.771,0.905,3,17
68,20854,1500,excl_orto_barajada,8,0.695,nan,0.037,2,5.656,1,0.851,0.906,3,17
68,20854,1500,excl_orto_bosones,8,0.695,4.946,0.052,2,5.585,1,0.931,0.904,3,17
68,20854,1500,marco_congelado,8,0.695,nan,0.049,0,7.96,0,0.927,0.907,4,17
70,20860,1500,excl_orto,8,0.821,nan,0.045,2,6.014,1,0.973,0.925,3,17
70,20860,1500,sin_excl,8,0.821,4.855,0.057,3,5.582,1,0.914,0.913,4,16
70,20860,1500,excl_orto_barajada,8,0.821,5.009,0.054,1,6.527,1,0.933,0.908,3,17
70,20860,1500,excl_orto_bosones,8,0.821,4.965,0.049,2,4.954,1,0.876,0.901,3,17
70,20860,1500,marco_congelado,8,0.821,4.592,0.053,0,7.963,0,1.012,0.921,3,17
69,20857,1500,excl_orto,8,0.7,4.858,0.046,1,5.994,1,0.9,0.903,3,17
69,20857,1500,sin_excl,8,0.7,nan,0.054,1,4.208,1,0.805,0.907,4,17
69,20857,1500,excl_orto_barajada,8,0.7,nan,0.053,3,6.23,1,0.93,0.915,3,17
69,20857,1500,excl_orto_bosones,8,0.7,5.034,0.055,2,4.424,1,0.782,0.91,3,17
69,20857,1500,marco_congelado,8,0.7,4.754,0.049,0,7.966,0,0.947,0.907,4,17
71,20863,1500,excl_orto,8,0.915,4.793,0.055,1,6.707,1,0.85,0.904,4,17
71,20863,1500,sin_excl,8,0.915,4.695,0.057,1,3.422,1,0.948,0.924,4,17
71,20863,1500,excl_orto_barajada,8,0.915,4.7,0.055,1,6.448,1,0.878,0.908,3,17
71,20863,1500,excl_orto_bosones,8,0.915,4.81,0.05,1,5.116,1,1.068,0.925,4,16
71,20863,1500,marco_congelado,8,0.915,5.011,0.05,0,7.966,0,0.996,0.906,3,17
72,20866,1500,excl_orto,8,0.732,4.934,0.054,2,5.576,1,0.998,0.893,4,17
72,20866,1500,sin_excl,8,0.732,4.703,0.054,1,3.121,1,0.803,0.917,3,17
72,20866,1500,excl_orto_barajada,8,0.732,nan,0.045,1,5.823,1,0.915,0.909,3,17
72,20866,1500,excl_orto_bosones,8,0.732,4.992,0.054,1,5.633,1,0.955,0.912,3,17
72,20866,1500,marco_congelado,8,0.732,4.988,0.048,0,7.958,0,1.008,0.913,3,17
74,20872,1500,excl_orto,8,0.612,nan,0.047,1,5.686,1,0.887,0.913,4,17
74,20872,1500,sin_excl,8,0.612,5.148,0.049,1,3.485,1,0.8,0.902,3,17
74,20872,1500,excl_orto_barajada,8,0.612,4.161,0.043,1,5.801,1,1.017,0.906,4,17
74,20872,1500,excl_orto_bosones,8,0.612,4.908,0.046,1,4.435,1,0.954,0.904,3,17
74,20872,1500,marco_congelado,8,0.612,4.95,0.051,0,7.973,0,0.943,0.905,4,17
76,20878,1500,excl_orto,8,0.932,3.946,0.047,2,6.706,1,1.088,0.895,3,17
76,20878,1500,sin_excl,8,0.932,4.769,0.05,1,3.597,1,0.839,0.909,4,17
76,20878,1500,excl_orto_barajada,8,0.932,4.685,0.054,5,6.816,1,0.981,0.924,3,17
76,20878,1500,excl_orto_bosones,8,0.932,5.128,0.048,1,4.071,1,0.815,0.916,4,17
76,20878,1500,marco_congelado,8,0.932,4.857,0.05,0,7.964,0,1.009,0.893,3,17
75,20875,1500,excl_orto,8,0.658,4.778,0.05,1,5.402,1,0.903,0.903,1,17
75,20875,1500,sin_excl,8,0.658,5.006,0.051,2,4.446,1,0.783,0.908,3,17
75,20875,1500,excl_orto_barajada,8,0.658,4.999,0.051,1,5.83,1,0.768,0.907,2,17
75,20875,1500,excl_orto_bosones,8,0.658,4.999,0.05,1,4.763,1,0.882,0.906,3,17
75,20875,1500,marco_congelado,8,0.658,5.022,0.055,0,7.97,0,0.956,0.91,3,17
73,20869,1500,excl_orto,8,0.534,4.845,0.045,1,5.848,1,0.967,0.901,3,17
73,20869,1500,sin_excl,8,0.534,5.055,0.048,1,4.453,1,0.754,0.902,3,17
73,20869,1500,excl_orto_barajada,8,0.534,nan,0.043,1,5.788,1,0.807,0.911,3,17
73,20869,1500,excl_orto_bosones,8,0.534,nan,0.037,1,4.85,1,0.86,0.903,3,17
73,20869,1500,marco_congelado,8,0.534,nan,0.043,0,7.955,0,0.888,0.921,4,17
77,20881,1500,excl_orto,8,0.767,5.019,0.05,1,6.942,1,0.932,0.916,3,17
77,20881,1500,sin_excl,8,0.767,nan,0.046,1,3.788,1,0.789,0.903,3,17
77,20881,1500,excl_orto_barajada,8,0.767,nan,0.045,3,5.989,1,0.868,0.901,3,17
77,20881,1500,excl_orto_bosones,8,0.767,4.978,0.055,2,5.631,1,0.919,0.905,3,17
77,20881,1500,marco_congelado,8,0.767,4.734,0.052,0,7.965,0,0.95,0.912,3,17
78,20884,1500,excl_orto,8,0.93,4.986,0.053,2,6.529,1,1.074,0.921,3,17
78,20884,1500,sin_excl,8,0.93,5.156,0.047,1,4.629,1,0.851,0.903,4,17
78,20884,1500,excl_orto_barajada,8,0.93,nan,0.055,1,6.174,1,0.952,0.908,4,17
78,20884,1500,excl_orto_bosones,8,0.93,nan,0.049,1,3.367,1,0.796,0.925,4,17
78,20884,1500,marco_congelado,8,0.93,4.657,0.043,0,7.973,0,0.949,0.913,3,17
79,20887,1500,excl_orto,8,0.694,4.635,0.054,4,6.67,1,0.981,0.917,4,16
79,20887,1500,sin_excl,8,0.694,nan,0.043,1,2.975,1,1.065,0.923,3,17
79,20887,1500,excl_orto_barajada,8,0.694,4.856,0.049,2,6.382,1,0.869,0.907,3,17
79,20887,1500,excl_orto_bosones,8,0.694,nan,0.052,1,4.63,1,1.011,0.893,4,17
79,20887,1500,marco_congelado,8,0.694,4.899,0.049,0,7.964,0,0.989,0.925,3,17
80,20890,1500,excl_orto,8,0.705,4.946,0.052,1,6.427,1,0.817,0.899,4,17
80,20890,1500,sin_excl,8,0.705,4.994,0.046,2,3.898,1,0.957,0.906,3,17
80,20890,1500,excl_orto_barajada,8,0.705,5.139,0.051,2,6.089,1,0.994,0.924,3,17
80,20890,1500,excl_orto_bosones,8,0.705,4.877,0.053,1,5.21,1,1.07,0.905,4,17
80,20890,1500,marco_congelado,8,0.705,4.97,0.051,0,7.937,0,0.93,0.907,3,17
81,20893,1500,excl_orto,8,0.575,5.089,0.054,1,5.383,1,1.029,0.899,4,17
81,20893,1500,sin_excl,8,0.575,4.953,0.054,1,2.476,1,0.744,0.914,3,17
81,20893,1500,excl_orto_barajada,8,0.575,5.074,0.048,1,5.336,1,0.877,0.898,3,17
81,20893,1500,excl_orto_bosones,8,0.575,3.944,0.053,3,5.482,1,0.91,0.908,3,17
81,20893,1500,marco_congelado,8,0.575,nan,0.049,0,7.955,0,0.92,0.905,3,17
82,20896,1500,excl_orto,8,0.764,nan,0.036,1,5.697,1,0.76,0.916,3,17
82,20896,1500,sin_excl,8,0.764,5.059,0.047,2,4.472,1,0.874,0.907,2,17
82,20896,1500,excl_orto_barajada,8,0.764,4.418,0.052,3,6.318,1,0.997,0.922,3,17
82,20896,1500,excl_orto_bosones,8,0.764,nan,0.043,1,4.173,1,0.697,0.915,3,17
82,20896,1500,marco_congelado,8,0.764,4.776,0.041,0,7.969,0,1.029,0.907,3,17
83,20899,1500,excl_orto,8,0.931,5.124,0.05,2,6.418,1,0.986,0.897,3,17
83,20899,1500,sin_excl,8,0.931,4.765,0.049,1,4.954,1,0.818,0.909,3,17
83,20899,1500,excl_orto_barajada,8,0.931,nan,0.051,5,6.583,1,0.964,0.903,3,17
83,20899,1500,excl_orto_bosones,8,0.931,nan,0.049,1,3.356,1,0.894,0.909,3,17
83,20899,1500,marco_congelado,8,0.931,5.156,0.046,0,7.945,0,0.861,0.909,3,17
84,20902,1500,excl_orto,8,0.714,nan,0.042,3,5.889,1,1.038,0.905,3,17
84,20902,1500,sin_excl,8,0.714,4.919,0.051,1,2.813,1,0.845,0.919,4,17
84,20902,1500,excl_orto_barajada,8,0.714,4.946,0.051,1,5.927,1,0.901,0.911,3,17
84,20902,1500,excl_orto_bosones,8,0.714,nan,0.047,1,4.666,1,0.994,0.901,3,17
84,20902,1500,marco_congelado,8,0.714,4.853,0.05,0,7.956,0,0.838,0.921,3,17
86,20908,1500,excl_orto,8,0.888,4.556,0.051,2,6.425,1,1.012,0.907,4,17
86,20908,1500,sin_excl,8,0.888,nan,0.041,1,3.816,1,0.817,0.915,3,17
86,20908,1500,excl_orto_barajada,8,0.888,5.148,0.047,1,6.334,1,0.917,0.912,3,17
86,20908,1500,excl_orto_bosones,8,0.888,5.071,0.047,1,4.52,1,0.902,0.893,3,17
86,20908,1500,marco_congelado,8,0.888,4.967,0.054,0,7.956,0,0.899,0.919,3,16
85,20905,1500,excl_orto,8,0.737,4.982,0.045,2,5.636,1,0.817,0.906,3,17
85,20905,1500,sin_excl,8,0.737,4.949,0.054,1,3.623,1,1.003,0.911,3,17
85,20905,1500,excl_orto_barajada,8,0.737,4.839,0.055,3,5.823,1,0.911,0.914,3,17
85,20905,1500,excl_orto_bosones,8,0.737,nan,0.049,1,4.469,1,0.744,0.903,3,17
85,20905,1500,marco_congelado,8,0.737,4.853,0.053,0,7.963,0,0.938,0.897,4,17
87,20911,1500,excl_orto,8,0.77,5.0,0.049,2,6.237,1,0.898,0.902,4,17
87,20911,1500,sin_excl,8,0.77,4.861,0.051,1,3.82,1,0.838,0.903,4,17
87,20911,1500,excl_orto_barajada,8,0.77,4.857,0.051,1,5.439,1,0.795,0.905,3,17
87,20911,1500,excl_orto_bosones,8,0.77,4.944,0.051,1,4.086,1,0.778,0.905,3,17
87,20911,1500,marco_congelado,8,0.77,nan,0.05,0,7.961,0,0.904,0.901,4,17
88,20914,1500,excl_orto,8,0.635,4.462,0.046,2,5.705,1,1.042,0.906,4,17
88,20914,1500,sin_excl,8,0.635,4.941,0.053,1,5.056,1,0.966,0.913,4,17
88,20914,1500,excl_orto_barajada,8,0.635,4.98,0.049,1,6.085,1,0.881,0.908,4,17
88,20914,1500,excl_orto_bosones,8,0.635,4.609,0.053,1,4.387,1,0.903,0.899,3,17
88,20914,1500,marco_congelado,8,0.635,4.912,0.055,0,7.96,0,0.912,0.901,4,17
89,20917,1500,excl_orto,8,0.77,4.992,0.055,1,5.864,1,1.03,0.893,4,17
89,20917,1500,sin_excl,8,0.77,4.982,0.056,1,4.306,1,0.812,0.917,4,17
89,20917,1500,excl_orto_barajada,8,0.77,4.695,0.056,1,6.451,1,0.84,0.912,4,17
89,20917,1500,excl_orto_bosones,8,0.77,4.654,0.055,1,5.438,1,0.977,0.917,3,17
89,20917,1500,marco_congelado,8,0.77,4.29,0.05,0,7.955,0,0.875,0.911,3,17
91,20923,1500,excl_orto,8,0.69,4.71,0.055,1,5.877,1,0.958,0.912,3,17
91,20923,1500,sin_excl,8,0.69,nan,0.047,2,3.942,1,0.808,0.905,3,17
91,20923,1500,excl_orto_barajada,8,0.69,4.914,0.052,1,6.367,1,0.903,0.889,3,17
91,20923,1500,excl_orto_bosones,8,0.69,5.047,0.05,1,3.95,1,0.863,0.905,3,17
91,20923,1500,marco_congelado,8,0.69,4.81,0.049,0,7.963,0,1.057,0.91,3,17
90,20920,1500,excl_orto,8,0.592,nan,0.045,2,5.944,1,0.849,0.905,4,17
90,20920,1500,sin_excl,8,0.592,4.372,0.047,1,3.809,1,0.824,0.9,3,17
90,20920,1500,excl_orto_barajada,8,0.592,nan,0.039,2,5.399,1,0.88,0.897,4,17
90,20920,1500,excl_orto_bosones,8,0.592,4.887,0.048,1,5.701,1,0.819,0.911,3,17
90,20920,1500,marco_congelado,8,0.592,4.261,0.048,0,7.966,0,0.965,0.907,3,17
92,20926,1500,excl_orto,8,0.845,4.833,0.051,2,5.869,1,0.893,0.9,3,17
92,20926,1500,sin_excl,8,0.845,5.162,0.047,1,3.383,1,0.968,0.921,3,17
92,20926,1500,excl_orto_barajada,8,0.845,4.906,0.043,1,6.853,1,0.898,0.915,3,17
92,20926,1500,excl_orto_bosones,8,0.845,4.73,0.048,3,5.208,1,0.842,0.913,3,17
92,20926,1500,marco_congelado,8,0.845,5.16,0.05,0,7.956,0,0.974,0.915,3,17
93,20929,1500,excl_orto,8,0.531,4.975,0.05,1,4.9,1,0.944,0.907,3,17
93,20929,1500,sin_excl,8,0.531,4.879,0.048,2,4.262,1,0.978,0.897,3,17
93,20929,1500,excl_orto_barajada,8,0.531,4.815,0.051,1,5.554,1,1.032,0.899,3,17
93,20929,1500,excl_orto_bosones,8,0.531,4.717,0.051,1,5.148,1,0.864,0.895,3,17
93,20929,1500,marco_congelado,8,0.531,nan,0.046,0,7.976,0,0.943,0.905,3,17
94,20932,1500,excl_orto,8,0.754,4.291,0.054,2,5.841,1,0.76,0.909,4,17
94,20932,1500,sin_excl,8,0.754,4.995,0.05,1,4.328,1,0.969,0.911,3,17
94,20932,1500,excl_orto_barajada,8,0.754,5.041,0.055,1,6.171,1,0.828,0.901,3,17
94,20932,1500,excl_orto_bosones,8,0.754,5.122,0.049,1,3.798,1,0.911,0.917,3,17
94,20932,1500,marco_congelado,8,0.754,4.668,0.055,0,7.957,0,0.967,0.899,4,17
95,20935,1500,excl_orto,8,0.86,nan,0.038,1,6.352,1,0.858,0.915,3,17
95,20935,1500,sin_excl,8,0.86,4.892,0.049,1,4.039,1,1.013,0.909,4,17
95,20935,1500,excl_orto_barajada,8,0.86,nan,0.049,1,6.498,1,0.926,0.917,3,17
95,20935,1500,excl_orto_bosones,8,0.86,4.863,0.04,2,4.247,1,0.906,0.914,3,17
95,20935,1500,marco_congelado,8,0.86,4.91,0.047,0,7.957,0,1.012,0.925,3,16
96,20938,1500,excl_orto,8,0.604,nan,0.048,2,5.544,1,0.931,0.907,3,17
96,20938,1500,sin_excl,8,0.604,4.963,0.047,1,2.851,1,0.961,0.907,4,17
96,20938,1500,excl_orto_barajada,8,0.604,4.926,0.037,2,5.936,1,1.108,0.909,3,17
96,20938,1500,excl_orto_bosones,8,0.604,5.088,0.039,2,4.838,1,0.931,0.902,2,17
96,20938,1500,marco_congelado,8,0.604,5.015,0.051,0,7.979,0,0.963,0.893,3,17
97,20941,1500,excl_orto,8,0.664,4.93,0.042,1,6.865,1,0.844,0.909,3,17
97,20941,1500,sin_excl,8,0.664,4.988,0.054,2,4.297,1,0.84,0.917,3,17
97,20941,1500,excl_orto_barajada,8,0.664,nan,0.044,1,6.278,1,0.953,0.911,3,17
97,20941,1500,excl_orto_bosones,8,0.664,4.803,0.048,2,5.287,1,0.853,0.893,3,17
97,20941,1500,marco_congelado,8,0.664,4.946,0.052,0,7.957,0,1.064,0.911,4,17
98,20944,1500,excl_orto,8,0.521,5.211,0.045,1,5.235,1,0.911,0.906,4,17
98,20944,1500,sin_excl,8,0.521,nan,0.036,1,3.879,1,0.885,0.905,3,17
98,20944,1500,excl_orto_barajada,8,0.521,5.029,0.049,2,5.72,1,0.81,0.901,3,17
98,20944,1500,excl_orto_bosones,8,0.521,4.863,0.055,1,4.323,1,0.792,0.919,3,17
98,20944,1500,marco_congelado,8,0.521,4.904,0.06,0,7.969,0,0.917,0.907,4,17
99,20947,1500,excl_orto,8,0.662,nan,0.05,2,5.738,1,0.852,0.914,3,17
99,20947,1500,sin_excl,8,0.662,4.983,0.055,1,3.312,1,0.666,0.907,3,17
99,20947,1500,excl_orto_barajada,8,0.662,nan,0.041,2,5.731,1,1.101,0.921,4,17
99,20947,1500,excl_orto_bosones,8,0.662,4.866,0.052,1,4.826,1,0.823,0.913,4,17
99,20947,1500,marco_congelado,8,0.662,4.806,0.049,0,7.966,0,0.954,0.901,3,17
