patch,seed,N,arm,D_max,frac_ferm,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,diam_fin,pasos
55,20815,2500,excl_orto_bosones,8,0.88,5.741,0.036,1,5.975,1,0.941,0.913,3,17
55,20815,2500,marco_congelado,8,0.88,5.225,0.047,0,7.976,0,0.986,0.911,3,17
57,20821,2500,excl_orto,8,0.501,5.25,0.046,1,6.224,1,0.894,0.896,3,17
57,20821,2500,sin_excl,8,0.501,5.367,0.045,1,4.98,1,0.925,0.904,3,17
57,20821,2500,excl_orto_barajada,8,0.501,5.221,0.049,2,6.937,1,0.918,0.903,3,17
57,20821,2500,excl_orto_bosones,8,0.501,5.039,0.045,1,5.549,1,0.947,0.903,3,17
57,20821,2500,marco_congelado,8,0.501,5.414,0.044,0,7.976,0,0.976,0.906,3,17
54,20812,2500,excl_orto,8,0.719,6.023,0.046,1,6.11,1,0.894,0.922,4,17
54,20812,2500,sin_excl,8,0.719,5.428,0.031,1,4.783,1,0.795,0.911,5,17
54,20812,2500,excl_orto_barajada,8,0.719,5.376,0.044,3,6.603,1,0.959,0.903,4,17
54,20812,2500,excl_orto_bosones,8,0.719,5.416,0.049,1,5.653,1,0.967,0.907,4,17
54,20812,2500,marco_congelado,8,0.719,5.451,0.045,0,7.979,0,0.877,0.903,4,17
56,20818,2500,excl_orto,8,0.893,5.688,0.041,2,6.978,1,0.915,0.904,4,17
56,20818,2500,sin_excl,8,0.893,5.479,0.051,1,3.621,1,0.908,0.905,3,17
56,20818,2500,excl_orto_barajada,8,0.893,5.43,0.045,1,6.842,1,1.15,0.917,4,17
56,20818,2500,excl_orto_bosones,8,0.893,5.611,0.043,1,5.095,1,0.912,0.914,4,17
56,20818,2500,marco_congelado,8,0.893,5.386,0.047,0,7.983,0,1.002,0.906,4,17
59,20827,2500,excl_orto,8,0.642,5.432,0.047,2,6.841,1,0.975,0.904,4,17
59,20827,2500,sin_excl,8,0.642,5.496,0.045,1,4.517,1,1.004,0.914,4,17
59,20827,2500,excl_orto_barajada,8,0.642,5.183,0.051,1,6.553,1,1.061,0.909,4,17
59,20827,2500,excl_orto_bosones,8,0.642,5.428,0.049,1,6.07,1,0.857,0.901,4,17
59,20827,2500,marco_congelado,8,0.642,5.472,0.037,0,7.981,0,1.146,0.903,4,17
61,20833,2500,excl_orto,8,0.566,5.315,0.047,1,6.073,1,0.92,0.904,4,17
61,20833,2500,sin_excl,8,0.566,5.652,0.045,1,4.728,1,0.782,0.909,3,17
61,20833,2500,excl_orto_barajada,8,0.566,5.322,0.048,1,5.509,1,0.978,0.904,4,17
61,20833,2500,excl_orto_bosones,8,0.566,5.342,0.052,1,6.039,1,1.018,0.905,4,17
61,20833,2500,marco_congelado,8,0.566,5.199,0.044,0,7.982,0,0.91,0.904,4,17
60,20830,2500,excl_orto,8,0.645,5.569,0.048,1,6.322,1,0.87,0.912,4,17
60,20830,2500,sin_excl,8,0.645,5.402,0.05,1,4.863,1,0.672,0.9,4,17
60,20830,2500,excl_orto_barajada,8,0.645,5.666,0.046,1,5.844,1,0.959,0.905,4,17
60,20830,2500,excl_orto_bosones,8,0.645,5.247,0.052,2,6.291,1,0.897,0.908,4,17
60,20830,2500,marco_congelado,8,0.645,5.461,0.051,0,7.984,0,0.887,0.911,4,17
63,20839,2500,excl_orto,8,0.746,5.44,0.05,1,6.977,1,1.066,0.908,4,17
63,20839,2500,sin_excl,8,0.746,5.16,0.046,1,4.528,1,0.909,0.912,3,17
63,20839,2500,excl_orto_barajada,8,0.746,5.187,0.046,2,6.6,1,0.888,0.912,4,17
63,20839,2500,excl_orto_bosones,8,0.746,5.092,0.053,2,5.239,1,0.938,0.905,3,17
63,20839,2500,marco_congelado,8,0.746,5.431,0.047,0,7.958,0,0.963,0.917,3,17
64,20842,2500,excl_orto,8,0.555,5.781,0.045,1,5.863,1,0.933,0.904,4,17
64,20842,2500,sin_excl,8,0.555,4.757,0.048,1,3.479,1,0.995,0.891,3,17
64,20842,2500,excl_orto_barajada,8,0.555,5.329,0.049,2,6.153,1,0.958,0.896,4,17
64,20842,2500,excl_orto_bosones,8,0.555,5.183,0.048,3,6.654,1,0.881,0.91,4,17
64,20842,2500,marco_congelado,8,0.555,5.484,0.044,0,7.971,0,0.887,0.904,3,17
62,20836,2500,excl_orto,8,0.51,5.464,0.042,2,6.536,1,0.985,0.904,4,17
62,20836,2500,sin_excl,8,0.51,5.513,0.043,1,5.926,1,0.867,0.91,4,17
62,20836,2500,excl_orto_barajada,8,0.51,5.261,0.041,1,6.095,1,0.968,0.915,4,17
62,20836,2500,excl_orto_bosones,8,0.51,5.572,0.046,1,6.794,1,0.833,0.913,4,17
62,20836,2500,marco_congelado,8,0.51,5.37,0.05,0,7.981,0,0.823,0.911,4,17
65,20845,2500,excl_orto,8,0.817,5.054,0.044,4,6.817,1,0.913,0.901,4,17
65,20845,2500,sin_excl,8,0.817,4.937,0.048,2,5.344,1,0.947,0.91,3,17
65,20845,2500,excl_orto_barajada,8,0.817,4.802,0.039,1,6.588,1,0.898,0.914,4,17
65,20845,2500,excl_orto_bosones,8,0.817,5.286,0.048,1,5.28,1,0.919,0.903,4,17
65,20845,2500,marco_congelado,8,0.817,5.254,0.047,0,7.986,0,0.962,0.917,4,17
68,20854,2500,excl_orto,8,0.695,5.576,0.049,1,6.071,1,0.934,0.903,4,17
68,20854,2500,sin_excl,8,0.695,5.461,0.048,1,4.59,1,0.755,0.914,4,17
68,20854,2500,excl_orto_barajada,8,0.695,5.4,0.046,1,6.629,1,0.913,0.905,3,17
68,20854,2500,excl_orto_bosones,8,0.695,5.081,0.045,1,4.526,1,0.922,0.913,4,17
68,20854,2500,marco_congelado,8,0.695,5.357,0.046,0,7.979,0,0.984,0.898,4,17
67,20851,2500,excl_orto,8,0.525,5.167,0.046,1,6.228,1,0.926,0.91,4,17
67,20851,2500,sin_excl,8,0.525,4.246,0.043,1,5.468,1,0.882,0.899,4,17
67,20851,2500,excl_orto_barajada,8,0.525,5.327,0.051,2,5.763,1,0.907,0.908,3,17
67,20851,2500,excl_orto_bosones,8,0.525,5.454,0.048,1,5.485,1,0.933,0.911,3,17
67,20851,2500,marco_congelado,8,0.525,5.245,0.048,0,7.978,0,0.958,0.904,3,17
66,20848,2500,excl_orto,8,0.553,5.494,0.05,1,6.106,1,1.072,0.906,4,17
66,20848,2500,sin_excl,8,0.553,5.711,0.044,1,5.244,1,0.916,0.9,3,17
66,20848,2500,excl_orto_barajada,8,0.553,5.51,0.043,3,6.279,1,0.96,0.902,4,17
66,20848,2500,excl_orto_bosones,8,0.553,5.646,0.045,1,5.333,1,0.886,0.905,4,17
66,20848,2500,marco_congelado,8,0.553,5.11,0.047,0,7.983,0,0.811,0.902,4,17
69,20857,2500,excl_orto,8,0.7,5.713,0.038,1,6.193,1,0.91,0.915,3,17
69,20857,2500,sin_excl,8,0.7,5.59,0.041,1,5.107,1,0.925,0.916,4,17
69,20857,2500,excl_orto_barajada,8,0.7,5.636,0.045,4,6.427,1,0.873,0.912,4,17
69,20857,2500,excl_orto_bosones,8,0.7,5.403,0.044,2,6.236,1,0.968,0.914,4,17
69,20857,2500,marco_congelado,8,0.7,5.026,0.049,0,7.981,0,1.039,0.906,3,17
71,20863,2500,excl_orto,8,0.915,5.318,0.049,1,6.733,1,0.903,0.916,4,17
71,20863,2500,sin_excl,8,0.915,5.26,0.044,1,4.85,1,0.954,0.9,4,17
71,20863,2500,excl_orto_barajada,8,0.915,5.36,0.042,0,7.297,0,0.899,0.908,4,17
71,20863,2500,excl_orto_bosones,8,0.915,5.437,0.05,1,3.972,1,0.768,0.913,4,17
71,20863,2500,marco_congelado,8,0.915,5.235,0.051,0,7.986,0,0.983,0.9,4,17
70,20860,2500,excl_orto,8,0.821,5.461,0.044,0,7.362,0,1.073,0.912,3,17
70,20860,2500,sin_excl,8,0.821,5.299,0.047,1,4.848,1,0.923,0.913,4,17
70,20860,2500,excl_orto_barajada,8,0.821,5.676,0.039,1,6.43,1,1.007,0.914,4,17
70,20860,2500,excl_orto_bosones,8,0.821,5.638,0.042,1,5.72,1,0.915,0.912,3,17
70,20860,2500,marco_congelado,8,0.821,5.124,0.049,0,7.98,0,0.928,0.914,4,17
73,20869,2500,excl_orto,8,0.534,5.035,0.046,3,6.552,1,1.03,0.908,4,17
73,20869,2500,sin_excl,8,0.534,5.571,0.045,1,5.779,1,0.903,0.914,4,17
73,20869,2500,excl_orto_barajada,8,0.534,5.226,0.05,3,6.163,1,0.982,0.908,4,17
73,20869,2500,excl_orto_bosones,8,0.534,5.335,0.053,1,6.009,1,0.84,0.898,3,17
73,20869,2500,marco_congelado,8,0.534,5.43,0.038,0,7.981,0,1.06,0.902,3,17
72,20866,2500,excl_orto,8,0.732,5.132,0.052,2,6.322,1,0.912,0.91,4,17
72,20866,2500,sin_excl,8,0.732,5.448,0.046,3,5.005,1,0.943,0.902,4,17
72,20866,2500,excl_orto_barajada,8,0.732,5.602,0.043,3,5.933,1,0.829,0.906,1,17
72,20866,2500,excl_orto_bosones,8,0.732,5.511,0.047,3,6.041,1,0.982,0.915,4,17
72,20866,2500,marco_congelado,8,0.732,5.285,0.048,0,7.974,0,1.012,0.914,4,17
74,20872,2500,excl_orto,8,0.612,5.591,0.042,1,6.049,1,0.892,0.902,3,17
74,20872,2500,sin_excl,8,0.612,5.391,0.046,1,5.666,1,0.722,0.901,3,17
74,20872,2500,excl_orto_barajada,8,0.612,5.343,0.044,1,6.69,1,1.036,0.917,4,17
74,20872,2500,excl_orto_bosones,8,0.612,4.425,0.046,2,5.702,1,0.978,0.904,4,17
74,20872,2500,marco_congelado,8,0.612,5.39,0.048,0,7.981,0,0.859,0.912,4,17
75,20875,2500,excl_orto,8,0.658,5.357,0.048,1,5.477,1,0.842,0.912,4,17
75,20875,2500,sin_excl,8,0.658,5.649,0.047,2,3.746,1,0.864,0.906,4,17
75,20875,2500,excl_orto_barajada,8,0.658,4.354,0.046,1,6.228,1,1.16,0.89,4,17
75,20875,2500,excl_orto_bosones,8,0.658,5.603,0.043,1,4.699,1,0.98,0.902,4,17
75,20875,2500,marco_congelado,8,0.658,5.735,0.046,0,7.983,0,0.839,0.911,4,17
76,20878,2500,excl_orto,8,0.932,5.385,0.048,1,6.855,1,0.922,0.911,4,17
76,20878,2500,sin_excl,8,0.932,5.244,0.043,1,4.455,1,0.86,0.907,4,17
76,20878,2500,excl_orto_barajada,8,0.932,5.805,0.037,1,7.113,1,0.862,0.927,4,16
76,20878,2500,excl_orto_bosones,8,0.932,4.553,0.047,1,4.299,1,0.773,0.905,4,17
76,20878,2500,marco_congelado,8,0.932,5.571,0.049,0,7.977,0,1.147,0.906,4,17
77,20881,2500,excl_orto,8,0.767,5.462,0.048,2,6.993,1,1.048,0.906,4,17
77,20881,2500,sin_excl,8,0.767,5.547,0.047,1,4.206,1,0.849,0.904,3,17
77,20881,2500,excl_orto_barajada,8,0.767,5.654,0.043,1,6.073,1,0.889,0.902,4,17
77,20881,2500,excl_orto_bosones,8,0.767,5.467,0.046,2,5.734,1,0.84,0.912,4,17
77,20881,2500,marco_congelado,8,0.767,5.399,0.045,0,7.978,0,0.896,0.913,3,17
79,20887,2500,excl_orto,8,0.694,5.439,0.043,1,6.843,1,0.973,0.921,3,17
79,20887,2500,sin_excl,8,0.694,5.564,0.048,1,4.455,1,0.741,0.91,4,17
79,20887,2500,excl_orto_barajada,8,0.694,5.352,0.042,2,6.282,1,0.817,0.9,4,17
79,20887,2500,excl_orto_bosones,8,0.694,5.681,0.042,1,4.748,1,0.84,0.901,4,17
79,20887,2500,marco_congelado,8,0.694,5.586,0.048,0,7.984,0,1.099,0.915,4,17
78,20884,2500,excl_orto,8,0.93,5.536,0.036,2,7.0,1,0.938,0.913,4,17
78,20884,2500,sin_excl,8,0.93,5.051,0.039,1,4.37,1,0.85,0.906,4,17
78,20884,2500,excl_orto_barajada,8,0.93,5.605,0.037,1,6.608,1,1.038,0.914,5,17
78,20884,2500,excl_orto_bosones,8,0.93,5.353,0.052,1,3.498,1,0.872,0.912,4,17
78,20884,2500,marco_congelado,8,0.93,5.072,0.044,0,7.974,0,1.081,0.903,4,17
80,20890,2500,excl_orto,8,0.705,5.485,0.046,1,6.744,1,1.047,0.911,4,17
80,20890,2500,sin_excl,8,0.705,5.411,0.044,1,3.588,1,0.746,0.906,4,17
80,20890,2500,excl_orto_barajada,8,0.705,5.583,0.044,2,6.847,1,0.932,0.906,4,17
80,20890,2500,excl_orto_bosones,8,0.705,5.085,0.048,1,6.073,1,0.938,0.905,4,17
80,20890,2500,marco_congelado,8,0.705,4.764,0.047,0,7.974,0,1.039,0.911,4,17
81,20893,2500,excl_orto,8,0.575,5.488,0.046,1,6.498,1,0.907,0.908,4,17
81,20893,2500,sin_excl,8,0.575,5.271,0.047,1,5.391,1,0.836,0.896,4,17
81,20893,2500,excl_orto_barajada,8,0.575,5.15,0.048,1,5.694,1,0.827,0.906,4,17
81,20893,2500,excl_orto_bosones,8,0.575,5.485,0.044,2,6.012,1,1.009,0.903,4,17
81,20893,2500,marco_congelado,8,0.575,5.47,0.04,0,7.976,0,0.803,0.906,4,17
82,20896,2500,excl_orto,8,0.764,5.256,0.047,1,6.678,1,1.084,0.9,4,17
82,20896,2500,sin_excl,8,0.764,5.439,0.049,2,4.648,1,0.84,0.916,3,17
82,20896,2500,excl_orto_barajada,8,0.764,5.213,0.048,1,6.554,1,1.093,0.899,4,17
82,20896,2500,excl_orto_bosones,8,0.764,4.99,0.049,1,4.773,1,1.007,0.906,4,17
82,20896,2500,marco_congelado,8,0.764,4.386,0.043,0,7.978,0,0.99,0.908,3,17
83,20899,2500,excl_orto,8,0.931,5.373,0.047,2,6.933,1,0.919,0.916,4,17
83,20899,2500,sin_excl,8,0.931,5.184,0.045,1,4.326,1,0.942,0.906,4,17
83,20899,2500,excl_orto_barajada,8,0.931,5.347,0.045,1,7.165,1,1.042,0.908,4,17
83,20899,2500,excl_orto_bosones,8,0.931,5.467,0.041,1,6.017,1,0.922,0.912,4,17
83,20899,2500,marco_congelado,8,0.931,5.106,0.045,0,7.982,0,1.144,0.898,4,17
85,20905,2500,excl_orto,8,0.737,5.162,0.049,3,6.607,1,0.943,0.913,4,17
85,20905,2500,sin_excl,8,0.737,5.618,0.043,1,5.018,1,0.808,0.906,4,17
85,20905,2500,excl_orto_barajada,8,0.737,5.564,0.048,1,6.596,1,0.914,0.912,4,17
85,20905,2500,excl_orto_bosones,8,0.737,5.109,0.048,1,5.518,1,1.006,0.906,4,17
85,20905,2500,marco_congelado,8,0.737,5.344,0.047,0,7.977,0,1.092,0.907,4,17
86,20908,2500,excl_orto,8,0.888,5.314,0.05,0,7.193,0,0.921,0.904,4,17
86,20908,2500,sin_excl,8,0.888,5.062,0.044,1,4.751,1,0.847,0.907,4,17
86,20908,2500,excl_orto_barajada,8,0.888,5.62,0.048,1,7.041,1,1.009,0.903,4,17
86,20908,2500,excl_orto_bosones,8,0.888,5.169,0.042,2,5.604,1,0.984,0.912,3,17
86,20908,2500,marco_congelado,8,0.888,4.06,0.046,0,7.969,0,0.892,0.91,4,17
84,20902,2500,excl_orto,8,0.714,5.528,0.05,2,6.506,1,0.998,0.905,3,17
84,20902,2500,sin_excl,8,0.714,5.344,0.047,1,3.204,1,0.971,0.907,3,17
84,20902,2500,excl_orto_barajada,8,0.714,5.048,0.049,2,6.012,1,0.999,0.915,3,17
84,20902,2500,excl_orto_bosones,8,0.714,5.318,0.046,1,4.587,1,0.907,0.905,2,17
84,20902,2500,marco_congelado,8,0.714,5.378,0.05,0,7.981,0,1.122,0.912,4,17
88,20914,2500,excl_orto,8,0.635,5.094,0.053,3,6.24,1,0.889,0.913,4,17
88,20914,2500,sin_excl,8,0.635,5.589,0.047,2,5.042,1,0.777,0.898,4,17
88,20914,2500,excl_orto_barajada,8,0.635,5.076,0.039,1,5.915,1,0.932,0.912,4,17
88,20914,2500,excl_orto_bosones,8,0.635,5.261,0.043,4,6.302,1,0.942,0.91,4,17
88,20914,2500,marco_congelado,8,0.635,5.604,0.044,0,7.973,0,0.828,0.906,3,17
87,20911,2500,excl_orto,8,0.77,5.644,0.045,3,6.655,1,1.03,0.906,3,17
87,20911,2500,sin_excl,8,0.77,5.279,0.043,1,3.753,1,0.763,0.907,4,17
87,20911,2500,excl_orto_barajada,8,0.77,5.177,0.049,2,6.939,1,0.951,0.9,4,17
87,20911,2500,excl_orto_bosones,8,0.77,5.51,0.041,1,4.109,1,0.954,0.909,3,17
87,20911,2500,marco_congelado,8,0.77,5.587,0.041,0,7.981,0,0.994,0.912,4,17
89,20917,2500,excl_orto,8,0.77,5.219,0.052,1,6.567,1,1.005,0.912,4,17
89,20917,2500,sin_excl,8,0.77,5.593,0.039,1,4.819,1,0.933,0.915,4,17
89,20917,2500,excl_orto_barajada,8,0.77,5.301,0.049,1,6.346,1,0.936,0.9,4,17
89,20917,2500,excl_orto_bosones,8,0.77,5.675,0.045,1,5.32,1,0.893,0.908,3,17
89,20917,2500,marco_congelado,8,0.77,5.349,0.046,0,7.974,0,0.891,0.906,4,17
90,20920,2500,excl_orto,8,0.592,5.218,0.052,1,6.386,1,0.917,0.895,4,17
90,20920,2500,sin_excl,8,0.592,5.184,0.05,1,5.622,1,1.147,0.91,4,17
90,20920,2500,excl_orto_barajada,8,0.592,5.042,0.05,1,6.044,1,0.96,0.9,4,17
90,20920,2500,excl_orto_bosones,8,0.592,4.941,0.045,1,6.285,1,0.895,0.906,4,17
90,20920,2500,marco_congelado,8,0.592,5.228,0.046,0,7.975,0,0.997,0.906,4,17
91,20923,2500,excl_orto,8,0.69,5.385,0.047,1,5.658,1,0.972,0.909,4,17
91,20923,2500,sin_excl,8,0.69,4.935,0.045,1,4.701,1,0.927,0.906,4,17
91,20923,2500,excl_orto_barajada,8,0.69,5.401,0.042,2,6.745,1,0.884,0.904,4,17
91,20923,2500,excl_orto_bosones,8,0.69,5.131,0.047,1,5.316,1,1.014,0.892,4,17
91,20923,2500,marco_congelado,8,0.69,5.241,0.052,0,7.983,0,1.088,0.921,4,17
92,20926,2500,excl_orto,8,0.845,5.47,0.046,1,6.91,1,0.963,0.915,3,17
92,20926,2500,sin_excl,8,0.845,5.043,0.049,1,4.819,1,0.963,0.906,4,17
92,20926,2500,excl_orto_barajada,8,0.845,5.373,0.052,1,7.086,1,0.947,0.905,4,17
92,20926,2500,excl_orto_bosones,8,0.845,5.114,0.038,2,5.94,1,0.895,0.907,5,17
92,20926,2500,marco_congelado,8,0.845,4.815,0.042,0,7.971,0,0.867,0.905,4,17
93,20929,2500,excl_orto,8,0.531,5.511,0.047,2,6.17,1,0.983,0.912,4,17
93,20929,2500,sin_excl,8,0.531,5.428,0.05,1,4.665,1,1.004,0.905,4,17
93,20929,2500,excl_orto_barajada,8,0.531,5.154,0.048,1,5.438,1,1.062,0.899,4,17
93,20929,2500,excl_orto_bosones,8,0.531,5.212,0.052,1,5.394,1,0.92,0.913,4,17
93,20929,2500,marco_congelado,8,0.531,5.589,0.048,0,7.985,0,1.092,0.914,4,17
94,20932,2500,excl_orto,8,0.754,5.514,0.044,1,6.672,1,0.916,0.912,4,17
94,20932,2500,sin_excl,8,0.754,5.404,0.048,1,4.503,1,1.021,0.909,4,17
94,20932,2500,excl_orto_barajada,8,0.754,5.105,0.046,4,6.532,1,0.898,0.898,4,17
94,20932,2500,excl_orto_bosones,8,0.754,5.367,0.043,3,6.809,1,0.947,0.908,4,17
94,20932,2500,marco_congelado,8,0.754,5.312,0.049,0,7.975,0,0.946,0.912,4,17
95,20935,2500,excl_orto,8,0.86,5.215,0.051,0,7.194,0,0.973,0.911,4,17
95,20935,2500,sin_excl,8,0.86,5.627,0.04,1,4.149,1,0.985,0.909,3,17
95,20935,2500,excl_orto_barajada,8,0.86,5.243,0.053,1,6.604,1,0.97,0.902,4,17
95,20935,2500,excl_orto_bosones,8,0.86,5.183,0.042,1,4.864,1,0.957,0.909,3,17
95,20935,2500,marco_congelado,8,0.86,5.74,0.048,0,7.98,0,1.057,0.903,4,17
96,20938,2500,excl_orto,8,0.604,5.427,0.044,1,6.38,1,0.968,0.901,4,17
96,20938,2500,sin_excl,8,0.604,5.12,0.052,2,5.899,1,0.939,0.918,4,16
96,20938,2500,excl_orto_barajada,8,0.604,5.318,0.047,2,6.812,1,0.929,0.904,4,17
96,20938,2500,excl_orto_bosones,8,0.604,4.995,0.046,1,6.811,1,0.962,0.917,4,17
96,20938,2500,marco_congelado,8,0.604,4.37,0.047,0,7.982,0,1.025,0.899,4,17
98,20944,2500,excl_orto,8,0.521,5.154,0.044,1,5.792,1,0.845,0.899,4,17
98,20944,2500,sin_excl,8,0.521,5.365,0.047,1,5.365,1,1.05,0.898,3,17
98,20944,2500,excl_orto_barajada,8,0.521,4.939,0.044,1,6.03,1,0.937,0.913,3,17
98,20944,2500,excl_orto_bosones,8,0.521,4.835,0.036,1,6.418,1,0.947,0.904,5,17
98,20944,2500,marco_congelado,8,0.521,5.447,0.044,0,7.986,0,0.99,0.902,4,17
97,20941,2500,excl_orto,8,0.664,5.567,0.048,1,6.469,1,0.966,0.896,4,17
97,20941,2500,sin_excl,8,0.664,5.784,0.045,2,4.948,1,1.036,0.904,4,17
97,20941,2500,excl_orto_barajada,8,0.664,5.584,0.045,1,6.589,1,0.933,0.914,3,17
97,20941,2500,excl_orto_bosones,8,0.664,5.502,0.043,1,5.912,1,0.952,0.906,3,17
97,20941,2500,marco_congelado,8,0.664,5.42,0.047,0,7.968,0,0.968,0.91,4,17
99,20947,2500,excl_orto,8,0.662,5.192,0.049,1,6.564,1,0.96,0.904,4,17
99,20947,2500,sin_excl,8,0.662,5.477,0.049,1,5.642,1,0.951,0.911,3,17
99,20947,2500,excl_orto_barajada,8,0.662,5.257,0.046,3,6.59,1,0.948,0.911,4,17
99,20947,2500,excl_orto_bosones,8,0.662,5.491,0.046,2,5.601,1,0.842,0.911,3,17
99,20947,2500,marco_congelado,8,0.662,5.536,0.05,0,7.976,0,0.984,0.908,4,17
