N,seed,mode,n_surv,f_surv,tau,orden_color_init,orden_color,orden_amp,frac_quark,frac_lepton,L2_K6,null_L2_K6,ratio_L2_K6,L2_K12_q,ratio_L2_K12_q,L2_K12_l,ratio_L2_K12_l,L2_K12,null_L2_K12,ratio_L2_K12,L2_K24,null_L2_K24,ratio_L2_K24
250,6,qcd,128,0.512,240,0.014422205101855958,0.29367103326894534,20.36242106061385,0.5078125,0.4921875,0.5773502691896258,0.2041241452319315,2.8284271247461903,0.2922739521688015,2.461166930003461,0.290198496806067,2.4058010698889443,0.290198496806067,0.12062447740929098,2.4058010698889443,0.20600917126631363,0.08652733190539662,2.3808566233332
250,6,shuffle_b,128,0.512,240,0.014422205101855958,0.29367103326894534,20.36242106061385,0.5078125,0.4921875,0.43364049296045476,0.12309149097933274,3.522912018616004,0.4407945130798945,3.711821975475438,0.290198496806067,2.4058010698889443,0.290198496806067,0.12062447740929098,2.4058010698889443,0.2655483958167199,0.08652733190539662,3.0689539359315194
250,6,shuffle_l,129,0.516,240,0.014422205101855958,0.2913945136312016,20.20457283533778,0.5038759689922481,0.49612403100775193,0.5773502691896258,0.2041241452319315,2.8284271247461903,0.2922739521688015,2.461166930003461,0.2900812565759233,2.4238399287081642,0.2900812565759233,0.11967838846954226,2.4238399287081642,0.205919402467279,0.08619130216254683,2.389097244162048
250,7,qcd,126,0.504,240,0.004,0.2841668855550501,71.0417036283366,0.49206349206349204,0.5079365079365079,0.28944687998240487,0.14256648712805026,2.030258904551879,0.2892752914476259,2.3790384710888604,0.28923840368572545,2.4167972796469903,0.28923840368572545,0.11967838846954226,2.4167972796469903,0.20458648816905145,0.08721135307871393,2.345869900497918
250,7,shuffle_b,126,0.504,240,0.004,0.2841668855550501,71.0417036283366,0.49206349206349204,0.5079365079365079,0.33883766143201566,0.11593472394004208,2.9226589749525966,0.4451340181766056,3.66084136924721,0.28923840368572545,2.4167972796469903,0.28923840368572545,0.11967838846954226,2.4167972796469903,0.2637620532997439,0.08721135307871393,3.024400424812598
250,7,shuffle_l,126,0.504,240,0.004,0.2841668855550501,71.0417036283366,0.49206349206349204,0.5079365079365079,0.28944687998240487,0.14256648712805026,2.030258904551879,0.2892752914476259,2.3790384710888604,0.2892384036857254,2.41679727964699,0.2892384036857254,0.11967838846954226,2.41679727964699,0.20458648816905145,0.08721135307871393,2.345869900497918
250,8,qcd,128,0.512,240,0.01131370849898476,0.28895690638917076,25.540421239833,0.5,0.5,0.2896553585856295,0.14085904245475275,2.056349053193895,0.2900812565759234,2.4238399287081647,0.2900812565759234,2.4238399287081647,0.2900812565759234,0.11967838846954226,2.4238399287081647,0.20511842361995017,0.08652733190539662,2.3705622154652057
250,8,shuffle_b,128,0.512,240,0.01131370849898476,0.28895690638917076,25.540421239833,0.5,0.5,0.33932000686836017,0.12659242088545833,2.6804132861585703,0.3712924358462837,3.1024184114977142,0.2900812565759234,2.4238399287081647,0.2900812565759234,0.11967838846954226,2.4238399287081647,0.23558714328955505,0.08652733190539662,2.7226904852114333
250,8,shuffle_l,127,0.508,240,0.01131370849898476,0.2912321576205816,25.74152691888681,0.5039370078740157,0.49606299212598426,0.2896553585856295,0.14085904245475275,2.056349053193895,0.2900812565759234,2.4238399287081647,0.290198496806067,2.4058010698889443,0.290198496806067,0.12062447740929098,2.4058010698889443,0.2051718812548844,0.08686732273145169,2.3618994439274767
250,9,qcd,127,0.508,240,0.0069282032302755096,0.2864021020389482,41.338576710455754,0.49606299212598426,0.5039370078740157,0.5783313238805295,0.19920476822239894,2.903200204700225,0.2893289862469553,2.3985926609674166,0.28923840368572545,2.4167972796469903,0.28923840368572545,0.11967838846954226,2.4167972796469903,0.20456661595105735,0.08686732273145169,2.3549317455479812
250,9,shuffle_b,127,0.508,240,0.0069282032302755096,0.2864021020389482,41.338576710455754,0.49606299212598426,0.5039370078740157,0.40904487325149713,0.1613743060919757,2.534758371127315,0.28932898624695536,2.398592660967417,0.28923840368572545,2.4167972796469903,0.28923840368572545,0.11967838846954226,2.4167972796469903,0.20456661595105735,0.08686732273145169,2.3549317455479812
250,9,shuffle_l,127,0.508,240,0.0069282032302755096,0.2864021020389482,41.338576710455754,0.49606299212598426,0.5039370078740157,0.5783313238805295,0.19920476822239894,2.903200204700225,0.2893289862469553,2.3985926609674166,0.28923840368572545,2.4167972796469903,0.28923840368572545,0.11967838846954226,2.4167972796469903,0.20456661595105735,0.08686732273145169,2.3549317455479812
250,10,qcd,127,0.508,240,0.0069282032302755096,0.2864021020389482,41.338576710455754,0.49606299212598426,0.5039370078740157,0.2896553585856295,0.14085904245475275,2.056349053193895,0.28932898624695536,2.398592660967417,0.2900812565759234,2.4238399287081647,0.2900812565759234,0.11967838846954226,2.4238399287081647,0.20486947212717635,0.08686732273145169,2.358418167905618
250,10,shuffle_b,127,0.508,240,0.0069282032302755096,0.2864021020389482,41.338576710455754,0.49606299212598426,0.5039370078740157,0.2896553585856295,0.14085904245475275,2.056349053193895,0.2893289862469553,2.3985926609674166,0.2900812565759234,2.4238399287081647,0.2900812565759234,0.11967838846954226,2.4238399287081647,0.20486947212717635,0.08686732273145169,2.358418167905618
250,10,shuffle_l,128,0.512,240,0.0069282032302755096,0.28416458561676894,41.01561907990532,0.4921875,0.5078125,0.2896553585856295,0.14085904245475275,2.056349053193895,0.28932898624695536,2.398592660967417,0.2922739521688015,2.461166930003461,0.2922739521688015,0.11875421719907088,2.461166930003461,0.2057126839388698,0.08652733190539662,2.377430106868229
