point_id,w_grav,w_strong,w_em,w_weak,w_exp,w_cool,alc,dmax_grav,seed,acople,phys,viable_d1,acelera_d1,viable_d2,acelera_d2,viable_d3,acelera_d3,viable_d4,acelera_d4,viable_curv,acelera_curv,corr_ok
9,0.0019901208579540253,0.7633509114384651,0.6433751070871949,0.866336403414607,0.6210772143676877,0.2289239065721631,0.4069476658478379,4,3,grado,0,0,0,0,0,0,0,0,0,0,0,1
9,0.0019901208579540253,0.7633509114384651,0.6433751070871949,0.866336403414607,0.6210772143676877,0.2289239065721631,0.4069476658478379,4,3,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
9,0.0019901208579540253,0.7633509114384651,0.6433751070871949,0.866336403414607,0.6210772143676877,0.2289239065721631,0.4069476658478379,4,4,peso,0,0,0,0,0,0,0,0,0,0,0,1
9,0.0019901208579540253,0.7633509114384651,0.6433751070871949,0.866336403414607,0.6210772143676877,0.2289239065721631,0.4069476658478379,4,4,grado,0,0,0,0,0,0,0,0,0,0,0,1
9,0.0019901208579540253,0.7633509114384651,0.6433751070871949,0.866336403414607,0.6210772143676877,0.2289239065721631,0.4069476658478379,4,4,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
9,0.0019901208579540253,0.7633509114384651,0.6433751070871949,0.866336403414607,0.6210772143676877,0.2289239065721631,0.4069476658478379,4,5,peso,0,0,0,0,0,0,0,0,0,0,0,1
9,0.0019901208579540253,0.7633509114384651,0.6433751070871949,0.866336403414607,0.6210772143676877,0.2289239065721631,0.4069476658478379,4,5,grado,0,0,0,0,0,0,0,0,0,0,0,1
9,0.0019901208579540253,0.7633509114384651,0.6433751070871949,0.866336403414607,0.6210772143676877,0.2289239065721631,0.4069476658478379,4,5,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
9,0.0019901208579540253,0.7633509114384651,0.6433751070871949,0.866336403414607,0.6210772143676877,0.2289239065721631,0.4069476658478379,4,6,peso,0,0,0,0,0,0,0,0,0,0,0,1
9,0.0019901208579540253,0.7633509114384651,0.6433751070871949,0.866336403414607,0.6210772143676877,0.2289239065721631,0.4069476658478379,4,6,grado,0,0,0,0,0,0,0,0,0,0,0,1
9,0.0019901208579540253,0.7633509114384651,0.6433751070871949,0.866336403414607,0.6210772143676877,0.2289239065721631,0.4069476658478379,4,6,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
9,0.0019901208579540253,0.7633509114384651,0.6433751070871949,0.866336403414607,0.6210772143676877,0.2289239065721631,0.4069476658478379,4,7,peso,0,0,0,0,0,0,0,0,0,0,0,1
9,0.0019901208579540253,0.7633509114384651,0.6433751070871949,0.866336403414607,0.6210772143676877,0.2289239065721631,0.4069476658478379,4,7,grado,0,0,0,0,0,0,0,0,0,0,0,1
9,0.0019901208579540253,0.7633509114384651,0.6433751070871949,0.866336403414607,0.6210772143676877,0.2289239065721631,0.4069476658478379,4,7,null_peso,0,0,0,0,0,0,0,0,0,0,0,1
10,0.3162673329934478,0.15002345107495785,0.21171322744339705,0.0913899065926671,0.9069825885817409,0.4158325558528304,0.6027457267045975,4,0,peso,0,0,0,0,0,1,0,0,0,1,0,1
10,0.3162673329934478,0.15002345107495785,0.21171322744339705,0.0913899065926671,0.9069825885817409,0.4158325558528304,0.6027457267045975,4,0,grado,0,0,0,0,0,1,1,1,0,1,0,1
10,0.3162673329934478,0.15002345107495785,0.21171322744339705,0.0913899065926671,0.9069825885817409,0.4158325558528304,0.6027457267045975,4,0,null_peso,0,0,0,0,0,1,0,1,1,1,0,1
10,0.3162673329934478,0.15002345107495785,0.21171322744339705,0.0913899065926671,0.9069825885817409,0.4158325558528304,0.6027457267045975,4,1,peso,0,0,0,0,0,0,0,1,0,1,1,1
10,0.3162673329934478,0.15002345107495785,0.21171322744339705,0.0913899065926671,0.9069825885817409,0.4158325558528304,0.6027457267045975,4,1,grado,0,0,0,0,0,1,0,1,1,1,0,1
10,0.3162673329934478,0.15002345107495785,0.21171322744339705,0.0913899065926671,0.9069825885817409,0.4158325558528304,0.6027457267045975,4,1,null_peso,0,0,0,0,0,1,1,1,1,1,0,1
