fase,angulo,t,ged_L,ged_R,act_busc,coh_rel,geom,frac_L,frac_R,efic,lf
F5,60.0,13.94,0.0001491596046389003,0.00014915964963134766,4.674689584249769e-05,-1.0680454422444016e-05,0.41789127492225797,0.7733976368132572,0.7891774554618469,0.17853056702317138,0
F5,60.0,13.95,0.00014919389656136494,0.00014919394175469844,4.6767675438541545e-05,-6.453196271996302e-06,0.41790368532772393,0.7734356058981946,0.7891374252684945,0.17857896997532838,0
F5,60.0,13.96,0.00014922669435183338,0.00014922673974441557,4.6660628190031694e-05,-2.330305064082646e-05,0.4179157544493093,0.7734738914046198,0.7890971080775815,0.17862560424815313,0
F5,60.0,13.97,0.00014925799483815884,0.00014925804042840218,3.946829978784816e-05,-0.0009679520547660228,0.4179273868118231,0.7735122441280784,0.7890567513326655,0.17866990295752888,0
F5,60.0,13.98,0.00014928779490119834,0.00014928784068757124,3.957016959843518e-05,0.0,0.41793883766659223,0.7735397922890239,0.7890272269660398,0.17871221895445313,0
F5,60.0,13.99,0.00014931609147389647,0.0001493161374550088,3.967035143004338e-05,0.0,0.4179500005587258,0.7735789231584542,0.788986191088888,0.17875054625254544,0
F5,60.0,14.0,0.00014934288154452526,0.00014934292771903086,3.97688522565387e-05,0.0,0.41796086961779566,0.7736182964801986,0.7889449792838568,0.17878847820173108,0
F5,60.0,14.01,0.0001493681621550125,0.00014936820852160223,4.128550053561497e-05,0.00018931429539136664,0.41797145844512357,0.7736579111826158,0.7889035882117988,0.17882550384868187,0
F5,60.0,14.02,0.00014939193040115132,0.00014939197695854685,4.1210695559179555e-05,-2.1706886956608506e-05,0.41798172299152797,0.773699983962786,0.7888597970148736,0.1788617455137383,0
F5,60.0,14.03,0.00014941418343322415,0.00014941423018021493,4.124202666244692e-05,-7.443589334642966e-06,0.4179916813944102,0.7737398242534803,0.7888182936180776,0.17889671418254494,0
F5,60.0,14.04,0.00014943491845563237,0.00014943496539099118,4.128320656715534e-05,-5.947829630754829e-06,0.4180013278230946,0.7737800701633191,0.7887764363479643,0.17893108393384988,0
F5,60.0,14.05,0.000149454132727126,0.00014945417984962189,4.1407645735680454e-05,5.34283252669181e-06,0.41801065891335126,0.7738205710473489,0.7887343724200829,0.17896234429183877,0
F5,60.0,14.06,0.00014947182356112674,0.00014947187086953402,4.151277382868912e-05,3.0131685861069497e-06,0.4180196692453862,0.7738614405472839,0.7886919849136729,0.17899057195731388,0
F5,60.0,14.07,0.00014948798832597752,0.00014948803581907405,4.1541235918596264e-05,-6.976725344401027e-06,0.41802835420633544,0.7739025179870637,0.7886494314236425,0.1790146871928303,0
F5,60.0,14.08,0.0001495026244451603,0.00014950267212172303,4.162658001516384e-05,7.888210025743728e-07,0.418036711947716,0.773943712484746,0.788606799891667,0.17903870361373805,0
F5,60.0,14.09,0.0001495157293975099,0.00014951577725630968,4.175341660672682e-05,6.540635880263919e-06,0.41804473894398514,0.7739852309095079,0.7885638807075757,0.1790634357895257,0
F5,60.0,14.1,0.00014952730071742402,0.00014952734875722448,4.1796711211405935e-05,-4.351136922100802e-06,0.418052430432124,0.774027048540202,0.7885206960526466,0.17908785885318618,0
F5,60.0,14.11,0.00014953733599507415,0.0001495373842146302,4.183986052253008e-05,-4.179030939023804e-06,0.4180597845349246,0.7740689692377158,0.7884774396460373,0.17911107532620857,0
F5,60.0,14.12,0.00014954583287661423,0.00014954588127466805,4.196280046986356e-05,6.651371614980328e-06,0.41806679957554904,0.7741111214498347,0.788433980761217,0.17913311339822166,0
F5,60.0,14.13,0.00014955278906438692,0.00014955283763966632,4.2038027665780575e-05,5.346329484397975e-07,0.4180734714126567,0.7741536288880302,0.7883901935990218,0.17915444816799586,0
F5,60.0,14.14,0.00014955820231712648,0.0001495582510683451,4.2055594576484445e-05,-6.940319786214455e-06,0.4180797975412011,0.7741962918438955,0.788346275903593,0.1791713846768776,0
F5,60.0,14.15,0.00014956207045016393,0.00014956211937601908,4.214834978388815e-05,3.2596042556520095e-06,0.41808577746261477,0.7742390932131368,0.7883022429073644,0.1791867597253679,0
F5,60.0,14.16,0.00014956439133562654,0.00014956444043479696,4.225360612208906e-05,5.151577602279775e-06,0.41809140841394776,0.7742822388815126,0.7882578870126514,0.17919895302102912,0
F5,60.0,14.17,0.00014956516290263642,0.00014956521217378304,4.227305563797579e-05,-6.055904036442461e-06,0.4180966873054709,0.7743256303374771,0.7882133051565744,0.17920973796049405,0
F5,60.0,14.18,0.00014956438313750792,0.00014956443257927343,4.232268464854361e-05,-1.855713339479437e-06,0.4181016138571303,0.7743691129060564,0.7881686505064925,0.17922086930207426,0
