ciclo,t,ultra_cm,ultra_vivo,eopd_raw,eopd_vivo,color_r,color_g,color_b,color_luminosidad,color_vivo,touch_raw,touch_presionado,gyro_raw,accel_x,accel_y,accel_z,compass_deg,smux_vivo,cambio_total,veto_reactivo,volante_elegido,D_actual,contador_sin_cambio,tiempo_deliberacion_s,potencia,duracion_s,ultra_cm_post,error_post,e_R,prop_bienestar,prop_vigor,prop_acople,prop_malestar,prop_dW,d_ultra,d_eopd,d_color,d_gyro,d_accel,d_compass,veto_motivo
117,242.904,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,47,-4,198,308,1,0.02,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.02,0.0,obstaculo_frontal
118,244.968,24.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-3,198,307,1,0.0567,1,,,,,,,,,,,,,,,0.01,0.0,0.0,0.0,0.0133,0.0333,obstaculo_frontal
119,246.955,24.0,1,250.0,1,0,0,0,0,1,1023,0,410,46,-3,198,307,1,1.28,1,,,,,,,,,,,,,,,0.0,0.0,0.0,1.28,0.0,0.0,obstaculo_frontal
120,249.063,23.0,1,250.0,1,0,0,0,0,1,1023,0,922,45,-4,199,316,1,2.89,1,,,,,,,,,,,,,,,0.01,0.0,0.0,2.56,0.02,0.3,obstaculo_frontal
121,251.071,24.0,1,250.0,1,0,0,0,0,1,1023,0,410,46,-4,197,306,1,2.9233,1,,,,,,,,,,,,,,,0.01,0.0,0.0,2.56,0.02,0.3333,obstaculo_frontal
122,253.083,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-2,196,313,1,1.55,1,,,,,,,,,,,,,,,0.01,0.0,0.0,1.28,0.0267,0.2333,obstaculo_frontal
123,254.963,23.0,1,250.0,1,0,0,0,0,1,1023,0,666,46,-5,197,313,1,0.0333,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0333,0.0,obstaculo_frontal
124,256.929,25.0,1,250.0,1,0,0,0,0,1,1023,0,410,47,-4,198,305,1,1.5867,0,60,0.793,0,30.587,68,0.623,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.02,0.0,0.0,1.28,0.02,0.2667,
125,259.178,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-1,198,302,1,1.4133,0,60,0.707,0,28.463,67,0.886,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0333,0.1,
126,261.52,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-4,198,302,1,0.0267,0,60,0.013,1,11.477,44,0.545,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,
127,263.394,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-3,198,302,1,0.0067,0,60,0.003,2,11.232,46,0.972,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,
128,265.694,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-3,198,302,1,0.0067,0,60,0.003,3,11.232,40,0.901,25.0,15.0,15.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,
129,267.953,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-3,198,302,1,0.0,0,60,0.0,4,11.15,40,0.472,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
130,269.906,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-3,198,302,1,0.0,0,60,1.0,5,35.65,64,1.157,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
131,272.653,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-4,198,301,1,0.04,0,60,1.0,6,35.65,58,0.445,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0067,0.0333,
132,274.553,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-4,198,300,1,0.0333,0,60,1.0,7,35.65,54,0.828,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,
133,276.967,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-4,198,302,1,0.0667,0,60,1.0,8,35.65,42,0.557,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,
134,278.681,255.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-4,198,302,1,2.3,0,60,1.0,0,35.65,60,0.972,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,2.3,0.0,0.0,0.0,0.0,0.0,
135,281.065,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-3,198,302,1,2.3133,0,60,1.0,0,35.65,43,1.134,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,2.3,0.0,0.0,0.0,0.0133,0.0,
136,283.778,25.0,1,250.0,1,0,0,0,0,1,1023,0,410,44,-4,198,302,1,1.2867,0,60,0.643,0,26.912,57,0.851,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0067,0.0,
137,286.053,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,44,-3,198,302,1,1.2867,0,60,0.643,0,26.912,45,0.455,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,1.28,0.0067,0.0,
138,287.975,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-4,198,302,1,0.0133,0,60,0.007,1,11.313,43,1.018,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,
139,290.478,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-4,198,302,1,0.0,0,60,0.0,2,11.15,50,0.598,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
140,292.503,25.0,1,250.0,1,0,0,0,0,1,1023,0,666,45,-4,198,302,1,0.0,0,60,0.0,3,11.15,68,0.722,255.0,215.0,215.0,0.3833,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
