t,alpha,theta,sigma,beta,noise,CTX,OUT,CHIRAL,N9_eff,Regimen
1510,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160513,0.693,S.Cerrado
1515,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160556,0.693,S.Cerrado
1520,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160555,0.693,S.Cerrado
1525,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160571,0.693,S.Cerrado
1530,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160576,0.693,S.Cerrado
1535,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160648,0.693,S.Cerrado
1540,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160683,0.692,S.Cerrado
1545,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160560,0.693,S.Cerrado
1550,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160539,0.693,S.Cerrado
1555,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160599,0.693,S.Cerrado
1560,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160626,0.692,S.Cerrado
1565,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160629,0.692,S.Cerrado
1570,0.287,3.13,4,0.82,0.0012,0.443,98.525,0.160636,0.693,S.Cerrado
1575,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160641,0.693,S.Cerrado
1580,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160627,0.693,S.Cerrado
1585,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160612,0.693,S.Cerrado
1590,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160535,0.693,S.Cerrado
1595,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160490,0.693,S.Cerrado
1600,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160556,0.693,S.Cerrado
1605,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160566,0.693,S.Cerrado
1610,0.287,3.13,4,0.82,0.0012,0.443,98.526,0.160608,0.693,S.Cerrado
1615,0.287,3.13,6,0.82,0.0012,0.390,98.679,0.141422,0.694,S.Cerrado
1620,0.287,3.13,7.7,0.82,0.0012,0.273,99.070,0.099949,0.696,S.Cerrado
1625,0.287,3.13,7.7,0.82,0.0012,0.206,99.328,0.077205,0.699,S.Cerrado
1630,0.287,3.13,7.7,0.82,0.0012,0.172,99.472,0.066175,0.700,S.Cerrado
1635,0.287,3.13,7.7,0.82,0.0012,0.154,99.550,0.060522,0.701,S.Cerrado
1640,0.287,3.13,6.4,0.82,0.0012,0.158,99.554,0.062669,0.702,S.Cerrado
1645,0.287,3.13,3.6,0.82,0.0012,0.283,99.225,0.111009,0.700,S.Cerrado
1650,0.287,3.13,2.2,0.82,0.0012,0.535,98.544,0.202264,0.696,S.Cerrado
1655,0.287,3.13,1.8,0.82,0.0012,0.748,97.817,0.267853,0.692,S.Cerrado
1660,0.287,3.13,1.8,0.82,0.0012,0.875,97.159,0.297597,0.689,S.Cerrado
1665,0.287,3.13,1.8,0.82,0.0012,0.939,96.615,0.304756,0.685,S.Cerrado
1670,0.287,3.13,1.8,0.82,0.0012,0.974,96.165,0.302085,0.682,S.Cerrado
1675,0.287,3.13,1.8,0.82,0.0012,0.994,95.790,0.295436,0.679,S.Cerrado
1680,0.287,3.13,1.8,0.82,0.0012,1.007,95.479,0.287415,0.677,S.Cerrado
1685,0.287,3.13,1.8,0.82,0.0012,1.015,95.224,0.279260,0.675,S.Cerrado
1690,0.287,3.13,1.4,0.82,0.0012,1.039,94.969,0.274767,0.673,S.Cerrado
1695,0.287,3.13,0.6,0.82,0.0012,1.172,94.347,0.287938,0.670,S.Cerrado
1700,0.287,3.13,0.6,0.82,0.0012,1.247,93.713,0.289463,0.669,S.Cerrado
1705,0.287,3.13,0,0.82,0.0012,1.377,92.905,0.291607,0.667,S.Cerrado
1710,0.287,3.13,0,0.82,0.0012,1.452,92.108,0.286982,0.665,S.Cerrado
1715,0.287,3.13,0,0.82,0.0012,1.491,91.363,0.278952,0.664,S.Cerrado
1720,0.287,3.13,0,0.82,0.0012,1.512,90.663,0.269246,0.663,S.Cerrado
1725,0.287,3.13,0,0.82,0.0012,1.526,90.004,0.259058,0.661,S.Cerrado
1730,0.287,3.13,0,0.82,0.0012,1.536,89.381,0.248904,0.660,S.Cerrado
1735,0.287,3.13,0,0.82,0.0012,1.546,88.794,0.238986,0.658,S.Cerrado
1740,0.287,3.13,0,0.82,0.0012,1.555,88.240,0.229415,0.657,S.Cerrado
1745,0.287,3.13,0,0.82,0.0012,1.564,87.718,0.220064,0.656,S.Cerrado
1750,0.287,3.13,0,0.82,0.0012,1.573,87.228,0.210951,0.655,S.Cerrado
1755,0.287,3.13,0,0.82,0.0012,1.583,86.768,0.202362,0.653,S.Cerrado
1760,0.287,3.13,0,0.82,0.0012,1.593,86.336,0.194147,0.651,S.Cerrado
1765,0.287,3.13,0,0.82,0.0012,1.602,85.933,0.186348,0.649,S.Cerrado
1770,0.287,3.13,0,0.82,0.0012,1.612,85.558,0.178810,0.647,S.Cerrado
1775,0.287,3.13,0,0.82,0.0012,1.623,85.209,0.171484,0.646,S.Cerrado
1780,0.287,3.13,0,0.82,0.0012,1.634,84.885,0.164472,0.644,S.Cerrado
1785,0.287,3.13,0,0.82,0.0012,1.644,84.587,0.157792,0.642,S.Cerrado
1790,0.287,3.13,0,0.82,0.0012,1.655,84.314,0.151461,0.641,S.Cerrado
1795,0.287,3.13,0,0.82,0.0012,1.665,84.065,0.145558,0.639,S.Cerrado
1800,0.287,3.13,0,0.82,0.0012,1.676,83.840,0.139952,0.639,S.Cerrado
1805,0.287,3.13,0.2,0.82,0.0012,1.686,83.638,0.134712,0.638,S.Cerrado
1810,0.287,3.13,0.3,0.82,0.0012,1.696,83.458,0.129799,0.637,S.Cerrado
1815,0.287,3.13,0.3,0.82,0.0012,1.706,83.302,0.125392,0.636,S.Cerrado
1820,0.287,3.13,0.3,0.82,0.0012,1.714,83.166,0.121571,0.636,S.Cerrado
1825,0.287,3.13,0.3,0.82,0.0012,1.722,83.050,0.118095,0.636,S.Cerrado
1830,0.287,3.13,0.3,0.82,0.0012,1.730,82.953,0.114914,0.637,S.Cerrado
1835,0.287,3.13,0.3,0.82,0.0012,1.738,82.873,0.112165,0.638,S.Cerrado
1840,0.287,3.13,0.3,0.82,0.0012,1.744,82.809,0.109788,0.640,S.Cerrado
1845,0.287,3.13,0.3,0.82,0.0012,1.750,82.759,0.107948,0.644,S.Cerrado
1850,0.287,3.13,0.3,0.82,0.0012,1.754,82.722,0.106436,0.648,S.Cerrado
1855,0.287,3.13,0.3,0.82,0.0012,1.758,82.693,0.105426,0.652,S.Cerrado
1860,0.287,3.13,0.3,0.82,0.0012,1.761,82.672,0.104696,0.656,S.Cerrado
1865,0.287,3.13,0.3,0.82,0.0012,1.762,82.656,0.104099,0.660,S.Cerrado
1870,0.287,3.13,0.3,0.82,0.0012,1.763,82.644,0.103470,0.661,S.Cerrado
1875,0.287,3.13,0.1,0.82,0.0012,1.764,82.636,0.103131,0.661,S.Cerrado
1880,0.287,3.13,0,0.82,0.0012,1.764,82.631,0.102798,0.661,S.Cerrado
1885,0.287,3.13,0,0.82,0.0012,1.765,82.629,0.102580,0.660,S.Cerrado
1890,0.287,3.13,0,0.82,0.0012,1.766,82.629,0.102334,0.661,S.Cerrado
1895,0.287,3.13,0,0.82,0.0012,1.766,82.629,0.102219,0.660,S.Cerrado
1900,0.287,3.13,0,0.82,0.0012,1.767,82.629,0.102179,0.660,S.Cerrado
1905,0.287,3.13,0,0.82,0.0012,1.767,82.630,0.102191,0.659,S.Cerrado
1910,0.287,3.13,0,0.82,0.0012,1.767,82.632,0.102176,0.657,S.Cerrado
1915,0.287,3.13,0,0.82,0.0012,1.767,82.634,0.101949,0.654,S.Cerrado
1920,0.287,3.13,0,0.82,0.0012,1.767,82.636,0.101957,0.651,S.Cerrado
1925,0.287,3.13,0,0.82,0.0012,1.767,82.640,0.101986,0.646,S.Cerrado
1930,0.287,3.13,0,0.82,0.0012,1.766,82.644,0.102193,0.641,S.Cerrado
1935,0.287,3.13,0,0.82,0.0012,1.766,82.647,0.102444,0.636,S.Cerrado
1940,0.287,3.13,0,0.82,0.0012,1.765,82.650,0.102752,0.631,S.Cerrado
1945,0.287,3.13,0,0.82,0.0012,1.764,82.651,0.102976,0.627,S.Cerrado
1950,0.287,3.13,0,0.82,0.0012,1.764,82.650,0.103161,0.623,S.Cerrado
1955,0.287,3.13,0,0.82,0.0012,1.763,82.647,0.103132,0.621,S.Cerrado
1960,0.287,3.13,0,0.82,0.0012,1.764,82.644,0.103082,0.619,S.Cerrado
1965,0.287,3.13,0,0.82,0.0012,1.764,82.639,0.102920,0.618,S.Cerrado
1970,0.287,3.13,0,0.82,0.0012,1.765,82.635,0.102712,0.619,S.Cerrado
1975,0.287,3.13,0,0.82,0.0012,1.766,82.631,0.102350,0.621,S.Cerrado
1980,0.287,3.13,0,0.82,0.0012,1.767,82.629,0.102143,0.624,S.Cerrado
1985,0.287,3.13,0,0.82,0.0012,1.768,82.628,0.102155,0.625,S.Cerrado
1990,0.287,3.13,0,0.82,0.0012,1.768,82.629,0.102197,0.627,S.Cerrado
1995,0.287,3.13,0,0.82,0.0012,1.768,82.630,0.102282,0.627,S.Cerrado
2000,0.287,3.13,1.7,0.82,0.0012,1.626,83.442,0.095280,0.629,S.Cerrado
2005,0.287,3.13,1.8,0.82,0.0012,1.488,84.863,0.088554,0.632,S.Cerrado
2010,0.287,3.13,1.8,0.82,0.0012,1.398,86.385,0.087939,0.636,S.Cerrado
2015,0.287,3.13,1.8,0.82,0.0012,1.332,87.882,0.093369,0.640,S.Cerrado
2020,0.287,3.13,1.8,0.82,0.0012,1.279,89.247,0.104167,0.644,S.Cerrado
2025,0.287,3.13,1.8,0.82,0.0012,1.231,90.438,0.119495,0.648,S.Cerrado
2030,0.287,3.13,1.8,0.82,0.0012,1.190,91.430,0.137752,0.652,S.Cerrado
2035,0.287,3.13,1.8,0.82,0.0012,1.154,92.217,0.156689,0.654,S.Cerrado
2040,0.287,3.13,1.8,0.82,0.0012,1.125,92.815,0.174200,0.656,S.Cerrado
2045,0.287,3.13,1.8,0.82,0.0012,1.104,93.255,0.189086,0.658,S.Cerrado
2050,0.287,3.13,1.8,0.82,0.0012,1.088,93.575,0.200732,0.660,S.Cerrado
2055,0.287,3.13,1.8,0.82,0.0012,1.077,93.806,0.210145,0.662,S.Cerrado
2060,0.287,3.13,1.8,0.82,0.0012,1.069,93.972,0.217223,0.663,S.Cerrado
2065,0.287,3.13,1.8,0.82,0.0012,1.063,94.091,0.222804,0.664,S.Cerrado
2070,0.287,3.13,1.8,0.82,0.0012,1.059,94.176,0.226974,0.665,S.Cerrado
2075,0.287,3.13,1.8,0.78,0.0012,1.101,93.903,0.233216,0.665,S.Cerrado
2080,0.287,3.13,1.8,0.745,0.0012,1.203,92.884,0.238689,0.663,S.Cerrado
2085,0.287,3.13,1.8,0.719,0.0012,1.305,91.238,0.234649,0.661,S.Cerrado
2090,0.287,3.13,1.8,0.691,0.0012,1.377,83.625,0.205598,0.658,S.Cerrado
2095,0.287,3.13,1.8,0.667,0.0012,1.195,68.086,0.155493,0.654,Transición
2100,0.287,3.13,1.8,0.637,0.0012,0.893,47.744,0.098892,0.650,Ciclo Límite
2105,0.287,3.13,1.8,0.607,0.0012,0.581,28.674,0.052776,0.648,Ciclo Límite
2110,0.287,3.13,1.8,0.591,0.0012,0.349,15.274,0.024502,0.646,Ciclo Límite
2115,0.287,3.13,1.8,0.59,0.0012,0.215,7.792,0.010757,0.642,Transición
2120,0.287,3.13,1.8,0.59,0.0012,0.146,3.982,0.004634,0.622,Colapso
2125,0.287,3.13,1.8,0.59,0.0012,0.113,2.041,0.001993,0.617,Colapso
2130,0.287,3.13,1.8,0.59,0.0012,0.098,1.049,0.000914,0.628,Colapso
2135,0.287,3.13,1.8,0.59,0.0012,0.092,0.542,0.000433,0.699,Colapso
2140,0.287,3.13,1.8,0.59,0.0012,0.090,0.283,0.000183,0.804,Colapso
2145,0.287,3.13,1.8,0.59,0.0012,0.088,0.153,0.000159,0.742,Colapso
2150,0.287,3.13,1.8,0.607,0.0012,0.082,0.098,0.000118,0.565,Colapso
2155,0.287,3.13,1.8,0.642,0.0012,0.081,0.090,0.000100,0.940,Colapso
2160,0.287,3.13,1.8,0.661,0.0012,0.083,0.094,0.000122,0.745,Colapso
2165,0.287,3.13,1.8,0.687,0.0012,0.087,0.103,0.000087,0.682,Colapso
2170,0.287,3.13,1.8,0.698,0.0012,0.090,0.113,0.000229,0.493,Colapso
2175,0.287,3.13,1.8,0.709,0.0012,0.094,0.123,0.000248,0.102,Colapso
2180,0.287,3.13,1.8,0.72,0.0012,0.098,0.138,0.000283,0.695,Colapso
2185,0.287,3.13,1.8,0.732,0.0012,0.103,0.154,0.000291,1.127,Colapso
2190,0.287,3.13,1.8,0.75,0.0012,0.108,0.181,0.000385,0.519,Colapso
2195,0.287,3.13,1.8,0.758,0.0012,0.112,0.221,0.000531,0.212,Colapso
2200,0.287,3.13,1.8,0.768,0.0012,0.115,0.279,0.000615,0.522,Colapso
2205,0.287,3.13,1.8,0.776,0.0012,0.117,0.369,0.000930,0.442,Colapso
2210,0.287,3.13,1.8,0.776,0.0012,0.118,0.490,0.001161,0.456,Colapso
2215,0.287,3.13,1.8,0.776,0.0012,0.119,0.653,0.001481,0.400,Colapso
2220,0.287,3.13,1.8,0.776,0.0012,0.121,0.870,0.001835,0.445,Colapso
2225,0.287,3.13,1.8,0.776,0.0012,0.122,1.160,0.002230,0.457,Colapso
2230,0.287,3.13,1.8,0.776,0.0012,0.127,1.550,0.002618,0.523,Colapso
2235,0.287,3.13,1.8,0.776,0.0012,0.134,2.072,0.003121,0.512,Colapso
2240,0.287,3.13,1.8,0.776,0.0012,0.145,2.774,0.003573,0.496,Colapso
2245,0.287,3.13,1.8,0.776,0.0012,0.161,3.718,0.004260,0.510,Colapso
2250,0.287,3.13,1.8,0.776,0.0012,0.187,4.991,0.005067,0.519,Colapso
2255,0.287,3.13,1.8,0.776,0.0012,0.225,6.705,0.005770,0.529,Transición
2260,0.287,3.13,1.8,0.776,0.0012,0.280,9.016,0.006795,0.521,Transición
2265,0.287,3.13,1.8,0.776,0.0012,0.357,12.136,0.008020,0.529,Transición
2270,0.287,3.13,1.8,0.776,0.0012,0.466,16.344,0.009494,0.538,Transición
2275,0.287,3.13,1.8,0.776,0.0012,0.616,22.025,0.011607,0.550,Transición
2280,0.287,3.13,1.8,0.776,0.0012,0.824,29.692,0.014561,0.560,Transición
2285,0.287,3.13,1.8,0.776,0.0012,1.109,40.044,0.018668,0.570,Ciclo Límite
2290,0.287,3.13,1.8,0.776,0.0012,1.497,54.017,0.024310,0.575,Ciclo Límite
2295,0.287,3.13,1.8,0.776,0.0012,1.930,71.989,0.032125,0.647,S.Cerrado
2300,0.287,3.13,1.8,0.776,0.0012,1.882,78.059,0.042932,0.587,S.Cerrado
2305,0.287,3.13,1.8,0.776,0.0012,1.743,81.456,0.057425,0.611,S.Cerrado
2310,0.287,3.13,1.8,0.776,0.0012,1.606,83.691,0.074580,0.626,S.Cerrado
2315,0.287,3.13,1.8,0.776,0.0012,1.521,85.284,0.089976,0.628,S.Cerrado
2320,0.287,3.13,1.8,0.776,0.0012,1.463,86.498,0.103982,0.628,S.Cerrado
2325,0.287,3.13,1.8,0.776,0.0012,1.422,87.448,0.116844,0.627,S.Cerrado
2330,0.287,3.13,1.8,0.768,0.0012,1.399,88.102,0.128609,0.627,S.Cerrado
2335,0.287,3.13,1.8,0.756,0.0012,1.400,88.331,0.138117,0.629,S.Cerrado
2340,0.287,3.13,1.8,0.754,0.0012,1.407,88.370,0.145912,0.630,S.Cerrado
2345,0.287,3.13,1.8,0.748,0.0012,1.410,88.335,0.151797,0.632,S.Cerrado
2350,0.287,3.13,1.8,0.738,0.0012,1.430,87.928,0.154436,0.634,S.Cerrado
2355,0.287,3.13,1.8,0.738,0.0012,1.444,87.497,0.154931,0.635,S.Cerrado
2360,0.287,3.13,1.8,0.738,0.0012,1.452,87.110,0.154040,0.638,S.Cerrado
2365,0.287,3.13,1.8,0.738,0.0012,1.459,86.762,0.151894,0.640,S.Cerrado
2370,0.287,3.13,1.8,0.738,0.0012,1.464,86.450,0.148953,0.642,S.Cerrado
2375,0.287,3.13,1.8,0.738,0.0012,1.470,86.175,0.145529,0.643,S.Cerrado
2380,0.287,3.13,1.8,0.738,0.0012,1.476,85.936,0.141839,0.644,S.Cerrado
2385,0.287,3.13,1.8,0.738,0.0012,1.482,85.733,0.138089,0.644,S.Cerrado
2390,0.287,3.13,1.8,0.738,0.0012,1.488,85.564,0.134486,0.645,S.Cerrado
2395,0.287,3.13,1.8,0.738,0.0012,1.494,85.427,0.131015,0.645,S.Cerrado
2400,0.287,3.13,1.8,0.738,0.0012,1.500,85.318,0.128032,0.645,S.Cerrado
2405,0.287,3.13,1.8,0.72,0.0012,1.522,84.813,0.123169,0.645,S.Cerrado
2410,0.287,3.13,1.8,0.718,0.0012,1.556,83.907,0.115598,0.643,S.Cerrado
2415,0.287,3.13,1.8,0.718,0.0012,1.581,83.109,0.107971,0.642,S.Cerrado
2420,0.287,3.13,1.8,0.718,0.0012,1.603,82.400,0.100622,0.641,S.Cerrado
2425,0.287,3.13,1.8,0.718,0.0012,1.622,81.767,0.093483,0.641,S.Cerrado
2430,0.287,3.13,1.8,0.714,0.0012,1.652,80.878,0.085218,0.639,S.Cerrado
2435,0.287,3.13,1.8,0.714,0.0012,1.680,80.067,0.077426,0.636,S.Cerrado
2440,0.287,3.13,1.8,0.711,0.0012,1.745,79.100,0.069797,0.634,S.Cerrado
2445,0.287,3.13,1.8,0.705,0.0012,1.726,75.737,0.060868,0.631,S.Cerrado
2450,0.287,3.13,1.8,0.705,0.0012,1.682,72.050,0.052723,0.628,S.Cerrado
2455,0.287,3.13,1.8,0.705,0.0012,1.639,68.582,0.045877,0.624,Ciclo Límite
2460,0.287,3.13,1.8,0.705,0.0012,1.596,65.313,0.040113,0.620,Ciclo Límite
2465,0.287,3.13,1.8,0.705,0.0012,1.552,62.229,0.035457,0.616,Ciclo Límite
2470,0.287,3.13,1.8,0.705,0.0012,1.508,59.316,0.031782,0.611,Ciclo Límite
2475,0.287,3.13,1.8,0.705,0.0012,1.463,56.558,0.028592,0.605,Ciclo Límite
2480,0.287,3.13,1.8,0.705,0.0012,1.417,53.944,0.026074,0.598,Ciclo Límite
2485,0.287,3.13,1.8,0.705,0.0012,1.370,51.464,0.024147,0.590,Ciclo Límite
2490,0.287,3.13,1.8,0.705,0.0012,1.324,49.109,0.022443,0.583,Ciclo Límite
2495,0.287,3.13,1.8,0.705,0.0012,1.277,46.870,0.021079,0.575,Ciclo Límite
2500,0.287,3.13,1.8,0.705,0.0012,1.231,44.741,0.019883,0.566,Ciclo Límite
2505,0.287,3.13,1.8,0.705,0.0012,1.185,42.713,0.018815,0.557,Ciclo Límite
2510,0.287,3.13,1.8,0.705,0.0012,1.140,40.782,0.017947,0.546,Ciclo Límite
2515,0.287,3.13,1.8,0.705,0.0012,1.097,38.939,0.016961,0.533,Ciclo Límite
2520,0.287,3.13,1.8,0.705,0.0012,1.055,37.182,0.016052,0.520,Ciclo Límite
2525,0.287,3.13,1.8,0.705,0.0012,1.013,35.508,0.015175,0.506,Ciclo Límite
2530,0.287,3.13,1.8,0.705,0.0012,0.974,33.911,0.014302,0.495,Transición
2535,0.287,3.13,1.8,0.705,0.0012,0.936,32.389,0.013449,0.483,Transición
2540,0.287,3.13,1.8,0.705,0.0012,0.899,30.938,0.012585,0.474,Transición
2545,0.287,3.13,1.8,0.705,0.0012,0.865,29.553,0.011796,0.462,Transición
2550,0.287,3.13,1.8,0.705,0.0012,0.832,28.232,0.011029,0.450,Transición
2555,0.287,3.13,1.8,0.705,0.0012,0.801,26.974,0.010345,0.438,Transición
2560,0.287,3.13,1.8,0.705,0.0012,0.770,25.774,0.009666,0.426,Transición
2565,0.287,3.13,1.8,0.705,0.0012,0.741,24.630,0.008985,0.412,Transición
2570,0.287,3.13,1.8,0.705,0.0012,0.713,23.537,0.008425,0.399,Transición
2575,0.287,3.13,1.8,0.705,0.0012,0.686,22.496,0.007969,0.388,Transición
2580,0.287,3.13,1.8,0.705,0.0012,0.660,21.503,0.007398,0.376,Transición
2585,0.287,3.13,1.8,0.705,0.0012,0.635,20.554,0.007009,0.361,Transición
2590,0.287,3.13,1.8,0.705,0.0012,0.611,19.649,0.006614,0.349,Transición
2595,0.287,3.13,1.8,0.705,0.0012,0.588,18.785,0.006366,0.333,Transición
2600,0.287,3.13,1.8,0.705,0.0012,0.565,17.959,0.006006,0.319,Transición
2605,0.287,3.13,1.8,0.705,0.0012,0.544,17.171,0.005665,0.305,Transición
2610,0.287,3.13,1.8,0.705,0.0012,0.523,16.417,0.005398,0.297,Transición
2615,0.287,3.13,1.8,0.705,0.0012,0.503,15.698,0.005284,0.286,Transición
2620,0.287,3.13,1.8,0.705,0.0012,0.485,15.011,0.004909,0.269,Transición
2625,0.287,3.13,1.8,0.705,0.0012,0.466,14.354,0.004675,0.251,Transición
2630,0.287,3.13,1.8,0.705,0.0012,0.448,13.726,0.004533,0.242,Transición
2635,0.287,3.13,1.8,0.705,0.0012,0.432,13.126,0.004165,0.227,Transición
2640,0.287,3.13,1.8,0.705,0.0012,0.415,12.553,0.004029,0.215,Transición
2645,0.287,3.13,1.8,0.705,0.0012,0.400,12.006,0.003753,0.203,Transición
2650,0.287,3.13,1.8,0.705,0.0012,0.385,11.483,0.003589,0.185,Transición
2655,0.287,3.13,1.8,0.705,0.0012,0.371,10.982,0.003406,0.176,Transición
2660,0.287,3.13,1.8,0.705,0.0012,0.358,10.504,0.003245,0.162,Transición
2665,0.287,3.13,1.8,0.705,0.0012,0.345,10.048,0.003022,0.149,Transición
2670,0.287,3.13,1.8,0.705,0.0012,0.332,9.611,0.002876,0.138,Transición
2675,0.287,3.13,1.8,0.705,0.0012,0.321,9.193,0.002782,0.136,Transición
2680,0.287,3.13,1.8,0.705,0.0012,0.308,8.794,0.002703,0.132,Transición
2685,0.287,3.13,1.8,0.705,0.0012,0.298,8.412,0.002481,0.116,Transición
2690,0.287,3.13,1.8,0.705,0.0012,0.288,8.048,0.002391,0.111,Transición
2695,0.287,3.13,1.8,0.705,0.0012,0.278,7.698,0.002292,0.092,Transición
2700,0.287,3.13,1.8,0.705,0.0012,0.268,7.365,0.002173,0.082,Transición
2705,0.287,3.13,1.8,0.705,0.0012,0.259,7.046,0.002062,0.074,Transición
2710,0.287,3.13,1.8,0.705,0.0012,0.251,6.743,0.001996,0.075,Transición
2715,0.287,3.13,1.8,0.705,0.0012,0.243,6.452,0.001941,0.065,Transición
2720,0.287,3.13,1.8,0.705,0.0012,0.234,6.174,0.001852,0.056,Transición
2725,0.287,3.13,1.8,0.705,0.0012,0.227,5.907,0.001746,0.070,Transición
2730,0.287,3.13,1.8,0.705,0.0012,0.219,5.652,0.001621,0.069,Transición
2735,0.287,3.13,1.8,0.705,0.0012,0.213,5.408,0.001544,0.088,Transición
2740,0.287,3.13,1.8,0.705,0.0012,0.206,5.174,0.001458,0.087,Transición
2745,0.287,3.13,1.8,0.705,0.0012,0.199,4.952,0.001403,0.087,Colapso
2750,0.287,3.13,1.8,0.705,0.0012,0.194,4.739,0.001406,0.111,Colapso
2755,0.287,3.13,1.8,0.705,0.0012,0.188,4.535,0.001311,0.102,Colapso
2760,0.287,3.13,1.8,0.705,0.0012,0.183,4.341,0.001335,0.122,Colapso
2765,0.287,3.13,1.8,0.705,0.0012,0.178,4.154,0.001258,0.146,Colapso
2770,0.287,3.13,1.8,0.705,0.0012,0.173,3.977,0.001182,0.151,Colapso
2775,0.287,3.13,1.8,0.705,0.0012,0.169,3.806,0.001104,0.181,Colapso
2780,0.287,3.13,1.8,0.705,0.0012,0.164,3.643,0.001111,0.190,Colapso
2785,0.287,3.13,1.8,0.705,0.0012,0.161,3.486,0.001027,0.199,Colapso
2790,0.287,3.13,1.8,0.705,0.0012,0.157,3.338,0.001017,0.211,Colapso
2795,0.287,3.13,1.8,0.705,0.0012,0.153,3.195,0.000955,0.214,Colapso
2800,0.287,3.13,1.8,0.705,0.0012,0.149,3.059,0.000916,0.252,Colapso
2805,0.287,3.13,1.8,0.705,0.0012,0.146,2.928,0.000931,0.271,Colapso
2810,0.287,3.13,1.8,0.708,0.0012,0.144,2.826,0.000893,0.246,Colapso
2815,0.287,3.13,1.8,0.708,0.0012,0.142,2.747,0.000872,0.259,Colapso
2820,0.287,3.13,1.8,0.712,0.0012,0.141,2.686,0.000801,0.254,Colapso
2825,0.287,3.13,1.8,0.714,0.0012,0.142,2.678,0.000794,0.250,Colapso
2830,0.287,3.13,1.8,0.714,0.0012,0.142,2.682,0.000764,0.273,Colapso
2835,0.287,3.13,1.8,0.714,0.0012,0.142,2.686,0.000780,0.272,Colapso
2840,0.287,3.13,1.8,0.714,0.0012,0.142,2.690,0.000778,0.268,Colapso
2845,0.287,3.13,1.8,0.714,0.0012,0.142,2.693,0.000785,0.280,Colapso
2850,0.287,3.13,1.8,0.714,0.0012,0.142,2.697,0.000754,0.276,Colapso
2855,0.287,3.13,1.8,0.715,0.0012,0.143,2.713,0.000843,0.279,Colapso
2860,0.287,3.13,1.8,0.715,0.0012,0.143,2.731,0.000838,0.250,Colapso
2865,0.287,3.13,1.8,0.715,0.0012,0.143,2.749,0.000833,0.265,Colapso
2870,0.287,3.13,1.8,0.716,0.0012,0.144,2.770,0.000900,0.277,Colapso
2875,0.287,3.13,1.8,0.719,0.0012,0.146,2.826,0.000973,0.293,Colapso
2880,0.287,3.13,1.8,0.719,0.0012,0.148,2.903,0.000942,0.306,Colapso
2885,0.287,3.13,1.8,0.72,0.0012,0.150,2.993,0.000924,0.332,Colapso
2890,0.287,3.13,1.8,0.723,0.0012,0.153,3.111,0.000939,0.332,Colapso
2895,0.287,3.13,1.8,0.724,0.0012,0.158,3.272,0.000986,0.321,Colapso
2900,0.287,3.13,1.8,0.724,0.0012,0.162,3.445,0.000993,0.331,Colapso
2905,0.287,3.13,1.8,0.724,0.0012,0.167,3.625,0.001122,0.323,Colapso
2910,0.287,3.13,1.8,0.729,0.0012,0.174,3.864,0.001152,0.320,Colapso
2915,0.287,3.13,1.8,0.73,0.0012,0.183,4.188,0.001244,0.312,Colapso
2920,0.287,3.13,1.8,0.73,0.0012,0.193,4.540,0.001316,0.305,Colapso
2925,0.287,3.13,1.8,0.736,0.0012,0.209,5.048,0.001488,0.309,Transición
2930,0.287,3.13,1.8,0.736,0.0012,0.227,5.636,0.001637,0.304,Transición
2935,0.287,3.13,1.8,0.736,0.0012,0.247,6.294,0.001775,0.286,Transición
2940,0.287,3.13,1.8,0.736,0.0012,0.271,7.026,0.001971,0.287,Transición
2945,0.287,3.13,1.8,0.736,0.0012,0.298,7.845,0.002099,0.284,Transición
2950,0.287,3.13,1.8,0.737,0.0012,0.328,8.767,0.002323,0.279,Transición
2955,0.287,3.13,1.8,0.74,0.0012,0.367,9.924,0.002587,0.277,Transición
2960,0.287,3.13,1.8,0.74,0.0012,0.413,11.299,0.002912,0.266,Transición
2965,0.287,3.13,1.8,0.74,0.0012,0.466,12.865,0.003230,0.267,Transición
2970,0.287,3.13,1.8,0.74,0.0012,0.527,14.648,0.003670,0.258,Transición
2975,0.287,3.13,1.8,0.74,0.0012,0.597,16.679,0.004099,0.253,Transición
2980,0.287,3.13,1.8,0.74,0.0012,0.678,18.992,0.004618,0.244,Transición
2985,0.287,3.13,1.8,0.74,0.0012,0.769,21.626,0.005206,0.239,Transición
